日期,上座率,场均人次,票房占比,电影ID,电影名字,已上映天数,排片场次,排片占比,当日票房,当日总出票,当日总场次
205,2.9%,4.4,37.5%,1458876,年会不能停！,上映39天,95256,25.5%,1574.78,110.0万,37.3万
205,3.3%,3.7,14.0%,1331905,金手指,上映38天,40390,10.8%,587.26,110.0万,37.3万
205,1.8%,2.3,13.9%,1432500,临时劫案,上映18天,66993,17.9%,583.78,110.0万,37.3万
205,2.8%,3.6,5.0%,1260081,海王2：失落的王国,上映48天,15810,4.2%,212.54,110.0万,37.3万
205,1.8%,1.9,4.5%,1439164,动物园里有什么？,上映25天,27089,7.2%,191.24,110.0万,37.3万
205,1.6%,1.9,3.9%,1442365,养蜂人,上映25天,21677,5.8%,165.58,110.0万,37.3万
205,2.0%,2.1,3.3%,1385865,三大队,上映53天,15746,4.2%,140.67,110.0万,37.3万
205,2.1%,2.1,3.2%,1207114,潜行,上映39天,17283,4.6%,137.04,110.0万,37.3万
205,1.9%,1.8,2.0%,1500903,开心超人之时空营救,上映17天,14089,3.7%,84.20,110.0万,37.3万
205,3.5%,3.5,1.9%,1482315,名侦探柯南：黑铁的鱼影,上映52天,7414,1.9%,83.32,110.0万,37.3万
205,2.6%,2.5,1.6%,1431800,舒克贝塔·五角飞碟,上映38天,7563,2.0%,71.02,110.0万,37.3万
205,1.9%,1.8,1.6%,1461561,一闪一闪亮星星,上映38天,10707,2.8%,68.84,110.0万,37.3万
205,2.5%,2.4,0.8%,1479147,照明商店,上映60天,3956,1.0%,36.88,110.0万,37.3万
205,97.3%,66.8,0.7%,1462645,孤军,上映40天,123,<0.1%,32.50,110.0万,37.3万
205,1.6%,3.0,0.6%,1504098,泰勒·斯威夫特：时代巡回演唱会,上映37天,2219,0.5%,29.20,110.0万,37.3万
205,2.2%,1.8,0.6%,1463744,非诚勿扰3,上映38天,3924,1.0%,28.91,110.0万,37.3万
205,59.8%,48.8,0.6%,1482089,我本是高山,上映74天,130,<0.1%,25.36,110.0万,37.3万
205,39.9%,17.5,0.4%,1431886,志愿军：雄兵出击,,32,<0.1%,20.81,110.0万,37.3万
205,2.3%,2.1,0.3%,1413066,天降大任,上映31天,2067,0.5%,15.47,110.0万,37.3万
205,1.0%,0.9,0.3%,1376729,大雨,上映25天,3665,0.9%,13.77,110.0万,37.3万
205,2.6%,2.6,0.3%,1490806,蜡笔小新：新次元！超能力大决战,上映73天,1770,0.4%,13.54,110.0万,37.3万
205,--,273.6,0.3%,1495728,飞驰人生2,点映,8,<0.1%,12.91,110.0万,37.3万
205,3.4%,3.2,0.2%,1218085,旺卡,上映60天,768,0.2%,9.59,110.0万,37.3万
205,0.5%,0.5,0.1%,1458940,江豚·风时舞,上映17天,4308,1.1%,8.23,110.0万,37.3万
205,2.4%,2.1,0.1%,338436,爱乐之城,,733,0.1%,6.26,110.0万,37.3万
205,2.3%,2.2,0.1%,1493351,飞鸭向前冲,上映60天,542,0.1%,4.19,110.0万,37.3万
205,2.6%,2.5,<0.1%,1459756,狗神,上映53天,412,0.1%,3.93,110.0万,37.3万
205,0.2%,0.3,<0.1%,1328895,花千骨,上映17天,3150,0.8%,3.11,110.0万,37.3万
205,27.9%,95.3,<0.1%,1435076,谁持彩练当空舞,上映42天,9,<0.1%,2.97,110.0万,37.3万
205,0.6%,1.3,<0.1%,1320785,小行星猎人,上映25天,495,0.1%,2.75,110.0万,37.3万
205,0.0%,4.4,<0.1%,1229786,秋田,上映12天,172,<0.1%,2.60,110.0万,37.3万
205,--,160.0,<0.1%,1489348,黄貔：天降财神猫,点映,3,<0.1%,2.16,110.0万,37.3万
205,0.9%,0.8,<0.1%,1433654,还是觉得你最好,,492,0.1%,1.37,110.0万,37.3万
205,0.2%,0.3,<0.1%,1426009,世界欠我一个你,上映11天,1408,0.3%,1.28,110.0万,37.3万
205,1.8%,4.3,<0.1%,1509537,人民万岁,上映42天,79,<0.1%,1.13,110.0万,37.3万
205,0.5%,0.6,<0.1%,1461260,森巴幸福岛之我要回家,上映10天,616,0.1%,1.08,110.0万,37.3万
205,0.4%,1.3,<0.1%,1398529,家有儿女之神犬当家,上映17天,236,<0.1%,1.01,110.0万,37.3万
205,17.5%,34.8,<0.1%,1417411,暴风,,8,<0.1%,0.97,110.0万,37.3万
205,0.7%,0.6,<0.1%,1441467,怒潮,上映52天,361,<0.1%,0.90,110.0万,37.3万
205,73.3%,66.0,<0.1%,1445662,堡垒,,4,<0.1%,0.66,110.0万,37.3万
205,2.1%,5.1,<0.1%,1431946,双山阻击战,上映11天,39,<0.1%,0.61,110.0万,37.3万
205,1.0%,1.0,<0.1%,1320283,你的婚礼,,161,<0.1%,0.60,110.0万,37.3万
205,--,4.3,<0.1%,1475199,家园梦想,上映74天,39,<0.1%,0.58,110.0万,37.3万
205,1.8%,33.5,<0.1%,1515688,战歌行,上映33天,6,<0.1%,0.50,110.0万,37.3万
205,1.7%,1.9,<0.1%,1457152,乌蒙奇缘,上映6天,115,<0.1%,0.49,110.0万,37.3万
205,30.3%,40.7,<0.1%,1475123,光明使者周维忠,上映63天,3,<0.1%,0.48,110.0万,37.3万
205,6.0%,6.0,<0.1%,1431842,浙南儿女英雄传之热血长虹,上映12天,23,<0.1%,0.47,110.0万,37.3万
205,1.3%,1.4,<0.1%,1505746,诡摇铃,上映60天,102,<0.1%,0.45,110.0万,37.3万
205,0.6%,0.7,<0.1%,1387181,悬崖下72小时,上映11天,204,<0.1%,0.40,110.0万,37.3万
205,15.8%,13.6,<0.1%,1437173,绝地重生,,9,<0.1%,0.39,110.0万,37.3万
205,--,65.0,<0.1%,1462635,秦淮河边一间房,上映19天,2,<0.1%,0.39,110.0万,37.3万
205,79.0%,47.0,<0.1%,1514521,执笔为刀,上映60天,3,<0.1%,0.35,110.0万,37.3万
205,1.8%,1.8,<0.1%,1355509,消失的收藏家,上映46天,51,<0.1%,0.27,110.0万,37.3万
205,5.6%,1.9,<0.1%,1300093,吾爱敦煌,上映81天,38,<0.1%,0.25,110.0万,37.3万
205,0.7%,0.5,<0.1%,1366178,夜幕将至,上映25天,122,<0.1%,0.24,110.0万,37.3万
205,0.8%,0.5,<0.1%,1366363,烟火人间,上映24天,91,<0.1%,0.20,110.0万,37.3万
205,4.1%,3.9,<0.1%,1435155,青春梦幻之穷小子的幸福,上映18天,26,<0.1%,0.20,110.0万,37.3万
205,0.3%,0.6,<0.1%,1356108,回西藏,上映26天,68,<0.1%,0.19,110.0万,37.3万
205,--,26.0,<0.1%,1362705,爱的重叠,上映25天,2,<0.1%,0.18,110.0万,37.3万
205,0.8%,0.8,<0.1%,1359725,瞒天过海,上映60天,58,<0.1%,0.17,110.0万,37.3万
205,1.0%,1.3,<0.1%,1414041,汉文皇后（戏曲 越剧）,上映50天,31,<0.1%,0.17,110.0万,37.3万
205,1.0%,0.9,<0.1%,1470659,少年的我,上映11天,53,<0.1%,0.14,110.0万,37.3万
205,18.5%,0.3,<0.1%,1500039,雪豹和她的朋友们,,193,<0.1%,0.14,110.0万,37.3万
205,0.8%,123.0,<0.1%,65707,洛神,,1,<0.1%,0.12,110.0万,37.3万
205,16.4%,11.5,<0.1%,1351757,爸爸，我懂你了,,2,<0.1%,0.10,110.0万,37.3万
