日期,上座率,场均人次,票房占比,电影ID,电影名字,已上映天数,排片场次,排片占比,当日票房,当日总出票,当日总场次
319,2.1%,3.0,27.9%,1488960,周处除三害,上映19天,73720,22.4%,855.36,74.7万,32.8万
319,1.8%,3.0,18.9%,1441786,沙丘2,上映12天,41212,12.5%,579.48,74.7万,32.8万
319,1.7%,2.1,15.2%,1448767,灿烂的她,上映5天,57910,17.6%,467.71,74.7万,32.8万
319,1.7%,1.9,12.2%,1451499,被我弄丢的你,上映12天,46814,14.2%,375.66,74.7万,32.8万
319,2.0%,2.3,9.0%,1489349,第二十条,上映39天,29082,8.8%,277.09,74.7万,32.8万
319,1.8%,2.0,7.0%,1495728,飞驰人生2,上映39天,25807,7.8%,217.10,74.7万,32.8万
319,1.2%,1.2,2.2%,1478901,热辣滚烫,上映39天,13981,4.2%,69.96,74.7万,32.8万
319,1.0%,1.0,2.1%,1432006,红毯先生,上映5天,16558,5.0%,66.44,74.7万,32.8万
319,0.8%,0.9,1.0%,1500234,熊出没·逆转时空,上映39天,9144,2.7%,32.15,74.7万,32.8万
319,68.8%,108.4,0.6%,1462645,孤军,上映83天,48,<0.1%,21.09,74.7万,32.8万
319,42.8%,74.2,0.5%,1385972,觅渡,,49,<0.1%,18.18,74.7万,32.8万
319,10.4%,10.2,0.4%,1437173,绝地重生,上映6天,437,0.1%,15.05,74.7万,32.8万
319,0.6%,0.7,0.4%,1442386,挑战,上映5天,5010,1.5%,13.47,74.7万,32.8万
319,1.2%,1.2,0.2%,1515588,古堡守灵人,上映5天,1784,0.5%,6.35,74.7万,32.8万
319,2.4%,20.1,0.2%,1443049,孔秀,上映12天,72,<0.1%,6.14,74.7万,32.8万
319,1.3%,1.4,0.1%,1511023,午夜6号房,上映19天,1274,0.3%,5.52,74.7万,32.8万
319,--,76.6,0.1%,1280203,开国将帅授衔1955,,10,<0.1%,3.83,74.7万,32.8万
319,--,164.4,0.1%,1282399,苍穹,展映,5,<0.1%,3.28,74.7万,32.8万
319,0.3%,0.4,<0.1%,1449034,生死赛车,上映4天,2022,0.6%,2.96,74.7万,32.8万
319,0.9%,4.1,<0.1%,1489930,阿莫阿依,上映4天,154,<0.1%,2.35,74.7万,32.8万
319,--,11.6,<0.1%,1475199,家园梦想,,40,<0.1%,2.08,74.7万,32.8万
319,--,113.3,<0.1%,1385790,望道,,3,<0.1%,2.05,74.7万,32.8万
319,1.3%,1.4,<0.1%,1505363,还是觉得你最好2,上映25天,373,0.1%,1.94,74.7万,32.8万
319,1.9%,5.5,<0.1%,1443924,奥本海默,,68,<0.1%,1.89,74.7万,32.8万
319,1.1%,1.0,<0.1%,1460981,追月,上映12天,383,0.1%,1.57,74.7万,32.8万
319,--,200.0,<0.1%,1457129,北京2022,,1,<0.1%,1.00,74.7万,32.8万
319,0.6%,0.5,<0.1%,1497948,戏杀,上映18天,476,0.1%,0.84,74.7万,32.8万
319,--,105.3,<0.1%,1445662,堡垒,点映,3,<0.1%,0.79,74.7万,32.8万
319,4.7%,11.9,<0.1%,1509537,人民万岁,上映85天,16,<0.1%,0.73,74.7万,32.8万
319,27.3%,36.6,<0.1%,1431842,浙南儿女英雄传之热血长虹,上映55天,5,<0.1%,0.65,74.7万,32.8万
319,0.7%,0.4,<0.1%,1299938,蜘蛛夫人：超感觉醒,上映19天,320,<0.1%,0.51,74.7万,32.8万
319,0.8%,0.8,<0.1%,1435968,阿盖尔：神秘特工,上映26天,161,<0.1%,0.51,74.7万,32.8万
319,--,239.0,<0.1%,1263778,毛泽东在才溪,,1,<0.1%,0.47,74.7万,32.8万
319,1.7%,1.6,<0.1%,1260081,海王2：失落的王国,上映91天,77,<0.1%,0.45,74.7万,32.8万
319,3.4%,5.3,<0.1%,1427883,因你而动,上映12天,30,<0.1%,0.39,74.7万,32.8万
319,62.8%,48.0,<0.1%,1431886,志愿军：雄兵出击,,2,<0.1%,0.37,74.7万,32.8万
319,18.5%,63.0,<0.1%,1516739,北极荒原,展映,1,<0.1%,0.26,74.7万,32.8万
319,--,100.0,<0.1%,1414027,八百矿工上井冈,,1,<0.1%,0.25,74.7万,32.8万
319,--,72.0,<0.1%,1355362,我们的七月,上映92天,1,<0.1%,0.21,74.7万,32.8万
319,--,50.0,<0.1%,1435076,谁持彩练当空舞,上映85天,1,<0.1%,0.20,74.7万,32.8万
319,0.4%,0.3,<0.1%,1413802,陌路狂刀,上映18天,121,<0.1%,0.15,74.7万,32.8万
319,--,25.0,<0.1%,1340449,单声,,2,<0.1%,0.14,74.7万,32.8万
319,23.0%,45.0,<0.1%,1418965,玩转门神,上映75天,1,<0.1%,0.13,74.7万,32.8万
319,0.1%,3.7,<0.1%,1331905,金手指,上映81天,11,<0.1%,0.12,74.7万,32.8万
319,--,40.0,<0.1%,1431946,双山阻击战,上映54天,1,<0.1%,0.12,74.7万,32.8万
319,0.4%,0.4,<0.1%,1413511,极速阻击,上映3天,102,<0.1%,0.11,74.7万,32.8万
319,0.2%,0.2,<0.1%,1262729,冒牌特工,上映11天,131,<0.1%,0.10,74.7万,32.8万
319,0.5%,0.4,<0.1%,1519246,大话情圣,上映12天,49,<0.1%,0.09,74.7万,32.8万
319,2.1%,2.0,<0.1%,1459756,狗神,上映96天,13,<0.1%,0.09,74.7万,32.8万
319,0.4%,0.4,<0.1%,1458876,年会不能停！,上映82天,59,<0.1%,0.08,74.7万,32.8万
319,16.1%,8.7,<0.1%,1491518,密室逃脱,,3,<0.1%,0.07,74.7万,32.8万
319,--,1.1,<0.1%,301457,周处除三害,,19,<0.1%,0.07,74.7万,32.8万
319,--,3.2,<0.1%,1229786,秋田,上映55天,5,<0.1%,0.06,74.7万,32.8万
319,2.6%,3.2,<0.1%,1387181,悬崖下72小时,上映54天,5,<0.1%,0.06,74.7万,32.8万
319,0.2%,0.5,<0.1%,1413629,泪光中的妈妈,,43,<0.1%,0.04,74.7万,32.8万
319,--,2.6,<0.1%,672203,超级的我,,5,<0.1%,0.03,74.7万,32.8万
319,0.1%,0.2,<0.1%,1429264,新九品芝麻官,上映4天,61,<0.1%,0.03,74.7万,32.8万
319,11.0%,10.0,<0.1%,1442365,养蜂人,上映68天,1,<0.1%,0.03,74.7万,32.8万
319,0.1%,0.2,<0.1%,1431800,舒克贝塔·五角飞碟,上映81天,37,<0.1%,0.02,74.7万,32.8万
319,0.8%,2.3,<0.1%,1502628,守护者,上映84天,3,<0.1%,0.01,74.7万,32.8万
319,0.3%,0.6,<0.1%,1320785,小行星猎人,上映68天,9,<0.1%,0.01,74.7万,32.8万
319,--,1.3,<0.1%,1458940,江豚·风时舞,上映60天,3,<0.1%,0.01,74.7万,32.8万
319,0.5%,0.2,<0.1%,475180,功夫熊猫4,点映,13,<0.1%,0.00,74.7万,32.8万
319,0.5%,1.0,<0.1%,1340445,倍儿喜欢你,,2,<0.1%,0.00,74.7万,32.8万
319,1.7%,<0.1,<0.1%,1374349,孤注一掷,,28,<0.1%,0.00,74.7万,32.8万
319,0.2%,0.3,<0.1%,1413066,天降大任,上映74天,8,<0.1%,0.00,74.7万,32.8万
319,--,0.2,<0.1%,247300,唐人街探案,,11,<0.1%,0.00,74.7万,32.8万
319,--,0.3,<0.1%,1164582,沙丘,,3,<0.1%,0.00,74.7万,32.8万
319,0.3%,0.3,<0.1%,1447569,幸福核桃,上映4天,4,<0.1%,0.00,74.7万,32.8万
319,0.8%,1.0,<0.1%,1397103,古庙迷杀,,1,<0.1%,0.00,74.7万,32.8万
319,--,0.1,<0.1%,1207114,潜行,上映82天,9,<0.1%,0.00,74.7万,32.8万
319,--,3.0,<0.1%,308,窃听风云2,,1,<0.1%,0.00,74.7万,32.8万
319,--,3.0,<0.1%,672356,新大头儿子和小头爸爸2一日成才,,1,<0.1%,0.00,74.7万,32.8万
319,--,1.0,<0.1%,1461478,大国粮仓,,1,<0.1%,0.00,74.7万,32.8万
319,1.3%,0.0,<0.1%,1228,天空之城,,16,<0.1%,0.00,74.7万,32.8万
319,--,0.0,<0.1%,1335394,八戒之天蓬下界,上映39天,1,<0.1%,0,74.7万,32.8万
319,--,0.0,<0.1%,1383307,奇迹·笨小孩,,7,<0.1%,0,74.7万,32.8万
319,--,0.0,<0.1%,525889,孤注一掷,,1,<0.1%,0,74.7万,32.8万
319,--,0.0,<0.1%,1439164,动物园里有什么？,上映68天,7,<0.1%,0,74.7万,32.8万
319,--,0.0,<0.1%,1355509,消失的收藏家,上映89天,2,<0.1%,0,74.7万,32.8万
319,--,0.0,<0.1%,1413344,平教之路,,2,<0.1%,0,74.7万,32.8万
