日期,上座率,场均人次,票房占比,电影ID,电影名字,已上映天数,排片场次,排片占比,当日票房,当日总出票,当日总场次
330,11.0%,17.6,67.3%,1470629,哥斯拉大战金刚2：帝国崛起,上映2天,169170,39.6%,12878.95,449.7万,42.7万
330,7.0%,7.7,10.0%,475180,功夫熊猫4,上映9天,61762,14.4%,1914.13,449.7万,42.7万
330,7.3%,7.6,7.4%,1487151,我们一起摇太阳,上映首日,44837,10.5%,1432.71,449.7万,42.7万
330,5.5%,5.8,4.6%,1488960,周处除三害,上映30天,38872,9.1%,889.16,449.7万,42.7万
330,5.9%,5.8,2.2%,1448919,坠落的审判,上映2天,18691,4.3%,438.32,449.7万,42.7万
330,7.6%,8.1,2.0%,1441786,沙丘2,上映23天,10061,2.3%,385.06,449.7万,42.7万
330,6.2%,5.8,1.5%,1500234,熊出没·逆转时空,上映50天,12692,2.9%,287.37,449.7万,42.7万
330,3.8%,3.4,0.8%,1451499,被我弄丢的你,上映23天,11705,2.7%,161.93,449.7万,42.7万
330,5.1%,4.5,0.7%,1489349,第二十条,上映50天,8058,1.8%,148.25,449.7万,42.7万
330,3.6%,3.4,0.7%,1448767,灿烂的她,上映16天,11283,2.6%,140.33,449.7万,42.7万
330,5.0%,4.4,0.6%,1495728,飞驰人生2,上映50天,6825,1.5%,123.96,449.7万,42.7万
330,1.3%,1.2,0.6%,1491012,银河写手,上映首日,24878,5.8%,120.92,449.7万,42.7万
330,20.4%,20.4,0.1%,1298240,黄雀在后！,点映,382,<0.1%,31.00,449.7万,42.7万
330,3.2%,2.7,0.1%,1478901,热辣滚烫,上映50天,2608,0.6%,28.61,449.7万,42.7万
330,27.8%,24.5,0.1%,1483129,白日之下,点映,189,<0.1%,21.54,449.7万,42.7万
330,84.7%,109.2,<0.1%,1198578,你想活出怎样的人生,点映,21,<0.1%,11.06,449.7万,42.7万
330,2.5%,2.3,<0.1%,1511023,午夜6号房,上映30天,828,0.1%,6.11,449.7万,42.7万
330,1.6%,5.3,<0.1%,359377,罗小黑战记,,429,0.1%,5.72,449.7万,42.7万
330,3.8%,19.3,<0.1%,1437173,绝地重生,上映17天,78,<0.1%,4.65,449.7万,42.7万
330,3.1%,2.7,<0.1%,1442386,挑战,上映16天,420,<0.1%,4.49,449.7万,42.7万
330,59.2%,96.8,<0.1%,1414027,八百矿工上井冈,,16,<0.1%,4.40,449.7万,42.7万
330,--,38.3,<0.1%,1475199,家园梦想,,30,<0.1%,4.26,449.7万,42.7万
330,2.3%,2.1,<0.1%,1515588,古堡守灵人,上映16天,583,0.1%,3.54,449.7万,42.7万
330,--,15.7,<0.1%,1229786,秋田,上映66天,52,<0.1%,3.26,449.7万,42.7万
330,--,159.0,<0.1%,1282399,苍穹,展映,5,<0.1%,3.18,449.7万,42.7万
330,1.6%,1.1,<0.1%,1432006,红毯先生,上映16天,636,0.1%,2.85,449.7万,42.7万
330,--,109.3,<0.1%,1385790,望道,,3,<0.1%,2.03,449.7万,42.7万
330,23.3%,52.2,<0.1%,1320785,小行星猎人,上映79天,18,<0.1%,1.88,449.7万,42.7万
330,71.2%,83.7,<0.1%,1491518,密室逃脱,,7,<0.1%,1.69,449.7万,42.7万
330,9.4%,10.0,<0.1%,1489930,阿莫阿依,上映15天,44,<0.1%,1.40,449.7万,42.7万
330,0.5%,0.9,<0.1%,1423883,国鼎魂（戏曲 苏剧）,上映6天,521,0.1%,1.34,449.7万,42.7万
330,74.6%,108.0,<0.1%,1515431,寻秘自然：地球往事,,4,<0.1%,1.20,449.7万,42.7万
330,0.8%,1.2,<0.1%,1445662,堡垒,上映9天,289,<0.1%,1.09,449.7万,42.7万
330,80.2%,254.0,<0.1%,1516739,北极荒原,展映,1,<0.1%,1.09,449.7万,42.7万
330,81.9%,59.6,<0.1%,1512418,美好人间,,7,<0.1%,1.09,449.7万,42.7万
330,27.1%,85.3,<0.1%,1431842,浙南儿女英雄传之热血长虹,上映66天,3,<0.1%,0.94,449.7万,42.7万
330,14.1%,37.5,<0.1%,1443924,奥本海默,,4,<0.1%,0.87,449.7万,42.7万
330,57.4%,58.0,<0.1%,1515447,寻秘自然：无形之力,,4,<0.1%,0.84,449.7万,42.7万
330,--,62.0,<0.1%,1431946,双山阻击战,上映65天,4,<0.1%,0.74,449.7万,42.7万
330,0.6%,4.6,<0.1%,1427961,寻找消失的恋人,上映9天,44,<0.1%,0.62,449.7万,42.7万
330,--,27.3,<0.1%,1462637,雪豹,点映,4,<0.1%,0.54,449.7万,42.7万
330,2.0%,4.8,<0.1%,1460981,追月,上映23天,30,<0.1%,0.49,449.7万,42.7万
330,100.0%,123.0,<0.1%,1411266,川流不“熄”,,1,<0.1%,0.49,449.7万,42.7万
330,2.0%,2.2,<0.1%,343568,哥斯拉大战金刚,,58,<0.1%,0.47,449.7万,42.7万
330,31.3%,34.4,<0.1%,1366363,烟火人间,上映78天,5,<0.1%,0.47,449.7万,42.7万
330,9.6%,9.6,<0.1%,1336423,青檀,上映9天,16,<0.1%,0.46,449.7万,42.7万
330,--,9.8,<0.1%,1427883,因你而动,上映23天,18,<0.1%,0.44,449.7万,42.7万
330,--,57.5,<0.1%,1362705,爱的重叠,上映79天,2,<0.1%,0.40,449.7万,42.7万
330,--,56.7,<0.1%,342286,根据地,,3,<0.1%,0.34,449.7万,42.7万
330,--,14.3,<0.1%,1443049,孔秀,上映23天,7,<0.1%,0.30,449.7万,42.7万
330,--,9.3,<0.1%,672203,超级的我,,8,<0.1%,0.29,449.7万,42.7万
330,1.6%,2.7,<0.1%,1413629,泪光中的妈妈,,34,<0.1%,0.20,449.7万,42.7万
330,0.9%,0.7,<0.1%,1497948,戏杀,上映29天,68,<0.1%,0.15,449.7万,42.7万
330,14.9%,12.0,<0.1%,1414999,一山之隔,,5,<0.1%,0.12,449.7万,42.7万
330,64.7%,55.0,<0.1%,1418965,玩转门神,上映86天,1,<0.1%,0.11,449.7万,42.7万
330,0.5%,0.7,<0.1%,1299938,蜘蛛夫人：超感觉醒,上映30天,30,<0.1%,0.09,449.7万,42.7万
330,--,15.0,<0.1%,1355362,我们的七月,,2,<0.1%,0.09,449.7万,42.7万
330,1.2%,1.1,<0.1%,1500903,开心超人之时空营救,上映71天,20,<0.1%,0.08,449.7万,42.7万
330,0.5%,0.6,<0.1%,1431800,舒克贝塔·五角飞碟,上映92天,39,<0.1%,0.07,449.7万,42.7万
330,0.4%,0.3,<0.1%,1449034,生死赛车,上映15天,57,<0.1%,0.06,449.7万,42.7万
