日期,上座率,场均人次,票房占比,电影ID,电影名字,已上映天数,排片场次,排片占比,当日票房,当日总出票,当日总场次
104,4.6%,6.6,32.4%,1458876,年会不能停！,上映7天,85574,23.7%,2220.78,169.9万,36.0万
104,4.5%,5.5,18.5%,1331905,金手指,上映6天,58505,16.2%,1269.54,169.9万,36.0万
104,3.9%,4.3,12.6%,1207114,潜行,上映7天,51810,14.3%,866.21,169.9万,36.0万
104,1.9%,2.5,8.6%,1461561,一闪一闪亮星星,上映6天,60195,16.7%,588.67,169.9万,36.0万
104,4.2%,4.6,7.0%,1385865,三大队,上映21天,24877,6.9%,480.95,169.9万,36.0万
104,2.9%,4.1,4.7%,1260081,海王2：失落的王国,上映16天,20171,5.5%,322.53,169.9万,36.0万
104,3.6%,3.4,4.2%,1463744,非诚勿扰3,上映6天,20862,5.7%,293.88,169.9万,36.0万
104,2.8%,4.7,2.1%,1504098,泰勒·斯威夫特：时代巡回演唱会,上映5天,7065,1.9%,149.75,169.9万,36.0万
104,97.2%,74.6,2.0%,1431886,志愿军：雄兵出击,上映99天,131,<0.1%,141.55,169.9万,36.0万
104,94.8%,65.2,1.9%,1462645,孤军,上映8天,431,0.1%,134.25,169.9万,36.0万
104,12.5%,14.5,0.8%,1509537,人民万岁,上映10天,1007,0.2%,61.45,169.9万,36.0万
104,2.9%,2.8,0.7%,1479147,照明商店,上映28天,4369,1.2%,49.73,169.9万,36.0万
104,2.6%,2.6,0.4%,1482315,名侦探柯南：黑铁的鱼影,上映20天,3901,1.0%,32.64,169.9万,36.0万
104,2.9%,2.8,0.4%,338436,爱乐之城,,2740,0.7%,29.96,169.9万,36.0万
104,49.4%,45.0,0.4%,1487331,金色面具英雄,上映7天,197,<0.1%,28.49,169.9万,36.0万
104,1.1%,1.1,0.3%,1431800,舒克贝塔·五角飞碟,上映6天,5830,1.6%,23.57,169.9万,36.0万
104,1.2%,1.2,0.3%,1320283,你的婚礼,,5219,1.4%,22.37,169.9万,36.0万
104,2.2%,2.2,0.3%,1441467,怒潮,上映20天,2413,0.6%,21.89,169.9万,36.0万
104,4.6%,76.8,0.2%,1482089,我本是高山,上映42天,59,<0.1%,18.01,169.9万,36.0万
104,15.5%,17.4,0.2%,1474410,爆裂点,上映28天,202,<0.1%,16.31,169.9万,36.0万
104,29.5%,80.1,0.1%,1414027,八百矿工上井冈,,56,<0.1%,11.22,169.9万,36.0万
104,4.9%,4.6,0.1%,1459756,狗神,上映21天,594,0.1%,10.65,169.9万,36.0万
104,4.3%,4.1,0.1%,1218085,旺卡,上映28天,589,0.1%,9.07,169.9万,36.0万
104,14.2%,26.4,<0.1%,1461204,仲肯,上映25天,35,<0.1%,3.60,169.9万,36.0万
104,1.7%,1.5,<0.1%,1451694,再见，李可乐,上映35天,582,0.1%,3.43,169.9万,36.0万
104,--,126.6,<0.1%,1282399,苍穹,展映,5,<0.1%,2.53,169.9万,36.0万
104,37.9%,28.7,<0.1%,1182736,等你醒来,上映70天,3,<0.1%,2.16,169.9万,36.0万
104,2.6%,2.4,<0.1%,1493351,飞鸭向前冲,上映28天,276,<0.1%,2.06,169.9万,36.0万
104,0.8%,0.9,<0.1%,1490806,蜡笔小新：新次元！超能力大决战,上映41天,686,0.1%,1.65,169.9万,36.0万
104,--,291.5,<0.1%,1499403,余下都是春天,上映89天,2,<0.1%,1.29,169.9万,36.0万
104,8.7%,10.9,<0.1%,1300093,吾爱敦煌,上映49天,31,<0.1%,1.18,169.9万,36.0万
104,33.7%,70.5,<0.1%,1475123,光明使者周维忠,上映31天,4,<0.1%,1.12,169.9万,36.0万
104,35.0%,51.0,<0.1%,1487818,烽火塘田,上映56天,4,<0.1%,1.02,169.9万,36.0万
104,90.9%,73.5,<0.1%,1413066,天降大任,点映,2,<0.1%,0.97,169.9万,36.0万
104,2.4%,2.0,<0.1%,1298381,涉过愤怒的海,上映41天,103,<0.1%,0.94,169.9万,36.0万
104,5.1%,23.5,<0.1%,1446134,开山人,上映38天,8,<0.1%,0.80,169.9万,36.0万
104,7.7%,17.4,<0.1%,1216449,刀尖,上映42天,11,<0.1%,0.76,169.9万,36.0万
104,--,200.0,<0.1%,1357214,皮壳之下,点映,1,<0.1%,0.70,169.9万,36.0万
104,0.8%,1.8,<0.1%,1423992,零度极限,,137,<0.1%,0.68,169.9万,36.0万
104,22.9%,50.8,<0.1%,1229055,寒单,零点场,4,<0.1%,0.61,169.9万,36.0万
104,14.0%,9.8,<0.1%,1280203,开国将帅授衔1955,上映42天,16,<0.1%,0.59,169.9万,36.0万
104,0.8%,0.8,<0.1%,1359725,瞒天过海,上映28天,172,<0.1%,0.58,169.9万,36.0万
104,5.7%,4.1,<0.1%,1414041,汉文皇后（戏曲 越剧）,上映18天,38,<0.1%,0.54,169.9万,36.0万
104,1.9%,4.8,<0.1%,1481790,星愿,上映42天,41,<0.1%,0.53,169.9万,36.0万
104,1.0%,1.1,<0.1%,1505746,诡摇铃,上映28天,139,<0.1%,0.44,169.9万,36.0万
104,2.1%,2.1,<0.1%,1457792,汪汪队立大功大电影2：超能大冒险,上映98天,71,<0.1%,0.43,169.9万,36.0万
104,26.8%,35.3,<0.1%,1398580,小马鞭,上映81天,3,<0.1%,0.42,169.9万,36.0万
104,8.5%,7.6,<0.1%,1466190,安国夫人（戏曲 京剧）,上映24天,11,<0.1%,0.42,169.9万,36.0万
104,1.0%,1.1,<0.1%,1355509,消失的收藏家,上映14天,126,<0.1%,0.41,169.9万,36.0万
104,--,9.1,<0.1%,1462693,四季童年,上映21天,12,<0.1%,0.41,169.9万,36.0万
104,31.7%,40.0,<0.1%,1366363,烟火人间,点映,2,<0.1%,0.37,169.9万,36.0万
104,0.1%,0.2,<0.1%,1515688,战歌行,上映首日,705,0.1%,0.36,169.9万,36.0万
104,18.0%,34.6,<0.1%,1355439,歌动地天,上映18天,5,<0.1%,0.34,169.9万,36.0万
104,--,83.0,<0.1%,1437173,绝地重生,,1,<0.1%,0.25,169.9万,36.0万
104,--,89.0,<0.1%,1445662,堡垒,,1,<0.1%,0.22,169.9万,36.0万
104,1.7%,2.1,<0.1%,1299292,天下无敌,上映8天,31,<0.1%,0.19,169.9万,36.0万
104,3.3%,2.7,<0.1%,1244,红猪,上映49天,21,<0.1%,0.19,169.9万,36.0万
104,93.8%,60.0,<0.1%,1418965,玩转门神,零点场,1,<0.1%,0.18,169.9万,36.0万
104,--,3.5,<0.1%,1475199,家园梦想,上映42天,12,<0.1%,0.16,169.9万,36.0万
104,1.4%,3.9,<0.1%,1284979,饥饿游戏：鸣鸟与蛇之歌,上映49天,7,<0.1%,0.14,169.9万,36.0万
