日期,上座率,场均人次,票房占比,电影ID,电影名字,已上映天数,排片场次,排片占比,当日票房,当日总出票,当日总场次
310,10.4%,13.6,25.5%,1488960,周处除三害,上映10天,81108,20.8%,4383.26,405.0万,39.0万
310,8.3%,12.8,24.7%,1441786,沙丘2,上映3天,68676,17.6%,4233.70,405.0万,39.0万
310,7.8%,9.0,14.2%,1451499,被我弄丢的你,上映3天,66236,16.9%,2448.13,405.0万,39.0万
310,12.2%,16.4,8.1%,475180,功夫熊猫4,点映,21010,5.3%,1402.07,405.0万,39.0万
310,6.4%,7.2,7.9%,1489349,第二十条,上映30天,44963,11.5%,1356.20,405.0万,39.0万
310,9.5%,9.9,7.4%,1500234,熊出没·逆转时空,上映30天,32037,8.2%,1276.27,405.0万,39.0万
310,6.4%,6.8,7.2%,1495728,飞驰人生2,上映30天,42893,11.0%,1238.93,405.0万,39.0万
310,5.1%,5.0,2.9%,1478901,热辣滚烫,上映30天,24570,6.3%,511.93,405.0万,39.0万
310,25.7%,66.8,0.3%,1164582,沙丘,,183,<0.1%,66.76,405.0万,39.0万
310,58.0%,73.9,0.3%,1504098,泰勒·斯威夫特：时代巡回演唱会,上映71天,234,<0.1%,66.58,405.0万,39.0万
310,82.1%,107.9,0.1%,1385972,觅渡,,55,<0.1%,25.09,405.0万,39.0万
310,43.4%,37.8,<0.1%,1443049,孔秀,上映3天,108,<0.1%,16.13,405.0万,39.0万
310,2.1%,2.1,<0.1%,1511023,午夜6号房,上映10天,2223,0.5%,15.08,405.0万,39.0万
310,88.4%,107.2,<0.1%,1462645,孤军,上映74天,34,<0.1%,14.57,405.0万,39.0万
310,6.0%,4.9,<0.1%,1505363,还是觉得你最好2,上映16天,623,0.1%,11.93,405.0万,39.0万
310,20.3%,52.3,<0.1%,1442386,挑战,点映,45,<0.1%,11.57,405.0万,39.0万
310,4.4%,3.7,<0.1%,1460981,追月,上映3天,594,0.1%,9.06,405.0万,39.0万
310,--,15.8,<0.1%,1475199,家园梦想,,133,<0.1%,8.52,405.0万,39.0万
310,2.0%,1.6,<0.1%,1497948,戏杀,上映9天,975,0.2%,5.67,405.0万,39.0万
310,2.4%,2.3,<0.1%,1299938,蜘蛛夫人：超感觉醒,上映10天,597,0.1%,5.30,405.0万,39.0万
310,24.1%,27.5,<0.1%,1413629,泪光中的妈妈,,42,<0.1%,3.67,405.0万,39.0万
310,--,171.8,<0.1%,1282399,苍穹,展映,5,<0.1%,3.43,405.0万,39.0万
310,3.6%,2.8,<0.1%,1435968,阿盖尔：神秘特工,上映17天,236,<0.1%,3.19,405.0万,39.0万
310,27.4%,78.3,<0.1%,1443924,奥本海默,,6,<0.1%,2.42,405.0万,39.0万
310,1.0%,1.0,<0.1%,1262729,冒牌特工,上映2天,574,0.1%,2.08,405.0万,39.0万
310,4.0%,3.7,<0.1%,1431800,舒克贝塔·五角飞碟,上映72天,123,<0.1%,1.73,405.0万,39.0万
310,0.8%,0.8,<0.1%,1519246,大话情圣,上映3天,302,<0.1%,1.07,405.0万,39.0万
310,2.8%,5.6,<0.1%,1437173,绝地重生,点映,37,<0.1%,0.65,405.0万,39.0万
310,4.6%,3.5,<0.1%,1260081,海王2：失落的王国,上映82天,50,<0.1%,0.62,405.0万,39.0万
310,22.2%,37.0,<0.1%,1489930,阿莫阿依,点映,4,<0.1%,0.61,405.0万,39.0万
310,0.8%,0.6,<0.1%,1413802,陌路狂刀,上映9天,291,<0.1%,0.61,405.0万,39.0万
310,75.4%,91.0,<0.1%,1366178,夜幕将至,上映59天,2,<0.1%,0.59,405.0万,39.0万
310,57.3%,52.5,<0.1%,1512418,美好人间,,4,<0.1%,0.54,405.0万,39.0万
310,--,87.5,<0.1%,1482089,我本是高山,,2,<0.1%,0.52,405.0万,39.0万
310,--,160.0,<0.1%,1224826,曹操与杨修,,1,<0.1%,0.50,405.0万,39.0万
310,1.7%,2.0,<0.1%,1432500,临时劫案,上映52天,65,<0.1%,0.48,405.0万,39.0万
310,2.6%,2.0,<0.1%,1500903,开心超人之时空营救,上映51天,66,<0.1%,0.40,405.0万,39.0万
310,--,150.0,<0.1%,1414027,八百矿工上井冈,,1,<0.1%,0.37,405.0万,39.0万
310,--,11.5,<0.1%,1298450,蜘蛛侠：纵横宇宙,,12,<0.1%,0.36,405.0万,39.0万
310,--,7.3,<0.1%,301457,周处除三害,,11,<0.1%,0.29,405.0万,39.0万
310,2.7%,1.9,<0.1%,1458876,年会不能停！,上映73天,35,<0.1%,0.27,405.0万,39.0万
