日期,上座率,场均人次,票房占比,电影ID,电影名字,已上映天数,排片场次,排片占比,当日票房,当日总出票,当日总场次
513,2.9%,3.6,27.4%,78645,九龙城寨之围城,上映13天,69047,19.1%,1009.70,91.2万,36.0万
513,2.6%,3.1,26.8%,1446323,末路狂花钱,上映13天,78878,21.9%,985.51,91.2万,36.0万
513,1.5%,2.5,22.8%,1309779,猩球崛起：新世界,上映4天,84528,23.4%,838.08,91.2万,36.0万
513,1.5%,1.6,9.6%,1413549,维和防暴队,上映13天,53078,14.7%,353.08,91.2万,36.0万
513,1.3%,1.3,4.0%,1488646,间谍过家家 代号：白,上映14天,29413,8.1%,146.99,91.2万,36.0万
513,2.0%,2.0,3.6%,225980,哈尔的移动城堡,上映14天,17275,4.7%,134.64,91.2万,36.0万
513,58.7%,84.7,1.1%,1489930,阿莫阿依,上映59天,95,<0.1%,41.36,91.2万,36.0万
513,1.0%,0.9,0.9%,1489942,穿过月亮的旅行,上映13天,10067,2.7%,34.49,91.2万,36.0万
513,23.6%,21.8,0.7%,1522256,我要当老师,上映26天,284,<0.1%,26.96,91.2万,36.0万
513,1.2%,1.1,0.4%,1470629,哥斯拉大战金刚2：帝国崛起,上映46天,3734,1.0%,17.35,91.2万,36.0万
513,1.9%,1.7,0.4%,1198578,你想活出怎样的人生,上映41天,2248,0.6%,14.86,91.2万,36.0万
513,--,121.9,0.2%,1405602,朝云暮雨,点映,14,<0.1%,10.41,91.2万,36.0万
513,42.7%,32.5,0.1%,1356011,再见土拨鼠,上映25天,54,<0.1%,7.15,91.2万,36.0万
513,--,22.6,0.1%,1417411,暴风,,88,<0.1%,6.86,91.2万,36.0万
513,23.1%,19.6,0.1%,1437173,绝地重生,上映61天,97,<0.1%,6.45,91.2万,36.0万
513,0.3%,0.3,0.1%,1495758,猪猪侠大电影·星际行动,上映13天,3967,1.1%,3.89,91.2万,36.0万
513,2.0%,2.2,0.1%,1310520,年少日记,上映25天,463,0.1%,3.84,91.2万,36.0万
513,0.7%,0.7,<0.1%,475180,功夫熊猫4,上映53天,1193,0.3%,3.27,91.2万,36.0万
513,10.4%,83.9,<0.1%,1414027,八百矿工上井冈,,14,<0.1%,3.12,91.2万,36.0万
513,1.2%,1.2,<0.1%,1250661,消失的木偶,上映25天,653,0.1%,2.46,91.2万,36.0万
513,17.1%,41.5,<0.1%,1427883,因你而动,上映67天,22,<0.1%,2.28,91.2万,36.0万
513,7.3%,11.8,<0.1%,1419044,屋顶足球,上映24天,59,<0.1%,2.01,91.2万,36.0万
513,1.0%,0.8,<0.1%,1489410,没有一顿火锅解决不了的事,上映13天,662,0.1%,1.93,91.2万,36.0万
513,27.3%,38.8,<0.1%,1522020,幸福慢车,上映35天,13,<0.1%,1.82,91.2万,36.0万
513,0.9%,0.9,<0.1%,1413629,泪光中的妈妈,上映3天,734,0.2%,1.50,91.2万,36.0万
513,0.8%,0.7,<0.1%,1500234,熊出没·逆转时空,上映94天,496,0.1%,1.37,91.2万,36.0万
513,1.4%,1.1,<0.1%,1487151,我们一起摇太阳,上映45天,259,<0.1%,1.15,91.2万,36.0万
513,0.5%,0.5,<0.1%,1339006,妈妈和七天的时间,上映6天,580,0.1%,1.09,91.2万,36.0万
513,2.1%,2.0,<0.1%,1441786,沙丘2,上映67天,95,<0.1%,1.04,91.2万,36.0万
513,3.4%,2.6,<0.1%,1462637,雪豹,上映41天,99,<0.1%,0.98,91.2万,36.0万
513,65.6%,67.3,<0.1%,1525094,长风万里,上映19天,4,<0.1%,0.80,91.2万,36.0万
513,82.3%,200.0,<0.1%,1374577,特技狂人,点映,1,<0.1%,0.80,91.2万,36.0万
513,2.1%,1.7,<0.1%,1448919,坠落的审判,上映46天,107,<0.1%,0.76,91.2万,36.0万
513,2.1%,2.4,<0.1%,1370725,草木人间,上映41天,78,<0.1%,0.63,91.2万,36.0万
513,--,21.7,<0.1%,1435076,谁持彩练当空舞,,6,<0.1%,0.62,91.2万,36.0万
513,11.3%,11.2,<0.1%,1374909,乘船而去,上映32天,18,<0.1%,0.60,91.2万,36.0万
513,--,149.0,<0.1%,1461216,红色冲浪板,点映,1,<0.1%,0.52,91.2万,36.0万
513,1.8%,1.4,<0.1%,1488960,周处除三害,上映74天,98,<0.1%,0.50,91.2万,36.0万
513,1.5%,1.3,<0.1%,1490406,金的音像店,上映25天,80,<0.1%,0.48,91.2万,36.0万
513,1.5%,1.5,<0.1%,1446251,午夜怪谈,上映40天,89,<0.1%,0.46,91.2万,36.0万
513,47.8%,31.0,<0.1%,1398070,我不是天才,上映3天,7,<0.1%,0.44,91.2万,36.0万
513,--,3.5,<0.1%,1413665,云淡风轻,上映18天,28,<0.1%,0.35,91.2万,36.0万
513,0.1%,0.2,<0.1%,1396308,魔幻奇缘之宝石公主,,664,0.1%,0.30,91.2万,36.0万
513,11.7%,21.8,<0.1%,1355362,我们的七月,,4,<0.1%,0.26,91.2万,36.0万
513,--,63.0,<0.1%,1499403,余下都是春天,,2,<0.1%,0.25,91.2万,36.0万
513,0.1%,4.1,<0.1%,342288,抗战中的文艺（舞台纪录电影·话剧）,上映25天,15,<0.1%,0.24,91.2万,36.0万
513,0.4%,0.4,<0.1%,58747,数码宝贝02：最初的召唤,上映24天,132,<0.1%,0.22,91.2万,36.0万
513,--,5.1,<0.1%,1351778,爱在陇南,上映26天,8,<0.1%,0.13,91.2万,36.0万
513,0.3%,0.3,<0.1%,1491083,大“反”派,上映40天,112,<0.1%,0.13,91.2万,36.0万
513,0.8%,1.0,<0.1%,1483129,白日之下,上映32天,26,<0.1%,0.10,91.2万,36.0万
513,0.2%,0.4,<0.1%,1298240,黄雀在后！,上映41天,66,<0.1%,0.08,91.2万,36.0万
