日期,上座率,场均人次,票房占比,电影ID,电影名字,已上映天数,排片场次,排片占比,当日票房,当日总出票,当日总场次
213,33.8%,46.7,36.8%,1478901,热辣滚烫,上映4天,152798,31.3%,35063.98,1941.5万,48.7万
213,33.0%,41.5,29.5%,1495728,飞驰人生2,上映4天,136267,27.9%,28123.56,1941.5万,48.7万
213,35.4%,40.4,17.3%,1500234,熊出没·逆转时空,上映4天,85399,17.5%,16469.53,1941.5万,48.7万
213,39.4%,38.0,15.0%,1489349,第二十条,上映4天,76870,15.7%,14272.25,1941.5万,48.7万
213,10.2%,7.9,0.5%,1487151,我们一起摇太阳,,15195,3.1%,570.20,1941.5万,48.7万
213,7.5%,6.0,0.4%,1432006,红毯先生,,14304,2.9%,445.08,1941.5万,48.7万
213,10.4%,8.4,<0.1%,1458876,年会不能停！,上映47天,1236,0.2%,47.24,1941.5万,48.7万
213,3.7%,3.8,<0.1%,1335394,八戒之天蓬下界,上映4天,2600,0.5%,43.37,1941.5万,48.7万
213,11.7%,10.3,<0.1%,1260081,海王2：失落的王国,上映56天,420,<0.1%,18.06,1941.5万,48.7万
213,3.0%,3.0,<0.1%,1489348,黄貔：天降财神猫,上映4天,1003,0.2%,12.49,1941.5万,48.7万
213,11.6%,9.3,<0.1%,1482315,名侦探柯南：黑铁的鱼影,上映60天,255,<0.1%,9.30,1941.5万,48.7万
213,76.7%,86.2,<0.1%,1462645,孤军,上映48天,22,<0.1%,7.56,1941.5万,48.7万
213,8.5%,7.7,<0.1%,1432500,临时劫案,上映26天,221,<0.1%,6.66,1941.5万,48.7万
213,12.8%,20.1,<0.1%,1504098,泰勒·斯威夫特：时代巡回演唱会,上映45天,47,<0.1%,6.37,1941.5万,48.7万
213,11.7%,9.9,<0.1%,1331905,金手指,上映46天,110,<0.1%,5.19,1941.5万,48.7万
213,--,158.1,<0.1%,1362705,爱的重叠,上映33天,8,<0.1%,4.90,1941.5万,48.7万
213,--,176.7,<0.1%,1282399,苍穹,展映,6,<0.1%,4.24,1941.5万,48.7万
213,6.7%,6.1,<0.1%,1431800,舒克贝塔·五角飞碟,上映46天,141,<0.1%,3.78,1941.5万,48.7万
213,11.9%,8.9,<0.1%,1218085,旺卡,上映68天,54,<0.1%,2.16,1941.5万,48.7万
213,8.3%,6.7,<0.1%,1442365,养蜂人,上映33天,47,<0.1%,1.63,1941.5万,48.7万
213,100.0%,335.0,<0.1%,1516739,北极荒原,展映,1,<0.1%,1.44,1941.5万,48.7万
213,--,43.4,<0.1%,672203,超级的我,,8,<0.1%,1.33,1941.5万,48.7万
213,4.2%,8.3,<0.1%,1320785,小行星猎人,上映33天,23,<0.1%,0.83,1941.5万,48.7万
213,5.1%,3.9,<0.1%,1500903,开心超人之时空营救,上映25天,49,<0.1%,0.67,1941.5万,48.7万
213,3.6%,5.3,<0.1%,1385865,三大队,上映61天,23,<0.1%,0.57,1941.5万,48.7万
213,6.0%,4.8,<0.1%,338436,爱乐之城,,22,<0.1%,0.56,1941.5万,48.7万
