日期,上座率,场均人次,票房占比,电影ID,电影名字,已上映天数,排片场次,排片占比,当日票房,当日总出票,当日总场次
204,2.7%,4.2,36.8%,1458876,年会不能停！,上映38天,99632,25.1%,1601.11,113.2万,39.7万
204,3.2%,3.7,14.1%,1331905,金手指,上映37天,41940,10.5%,615.03,113.2万,39.7万
204,1.7%,2.2,13.9%,1432500,临时劫案,上映17天,70816,17.8%,605.33,113.2万,39.7万
204,2.6%,3.3,4.7%,1260081,海王2：失落的王国,上映47天,16588,4.1%,207.64,113.2万,39.7万
204,1.8%,1.9,4.5%,1439164,动物园里有什么？,上映24天,28136,7.0%,198.87,113.2万,39.7万
204,1.6%,1.9,4.2%,1442365,养蜂人,上映24天,23033,5.8%,184.33,113.2万,39.7万
204,2.1%,2.2,3.5%,1385865,三大队,上映52天,16595,4.1%,152.41,113.2万,39.7万
204,2.1%,2.1,3.2%,1207114,潜行,上映38天,18028,4.5%,142.81,113.2万,39.7万
204,1.8%,1.8,2.2%,1500903,开心超人之时空营救,上映16天,16408,4.1%,97.55,113.2万,39.7万
204,3.5%,3.5,1.9%,1482315,名侦探柯南：黑铁的鱼影,上映51天,7723,1.9%,86.74,113.2万,39.7万
204,2.4%,2.4,1.7%,1431800,舒克贝塔·五角飞碟,上映37天,8542,2.1%,75.41,113.2万,39.7万
204,1.8%,1.7,1.5%,1461561,一闪一闪亮星星,上映37天,11169,2.8%,69.00,113.2万,39.7万
204,79.2%,68.3,1.0%,1482089,我本是高山,上映73天,133,<0.1%,45.30,113.2万,39.7万
204,1.7%,3.3,0.8%,1504098,泰勒·斯威夫特：时代巡回演唱会,上映36天,2422,0.6%,36.83,113.2万,39.7万
204,2.4%,2.3,0.8%,1479147,照明商店,上映59天,4053,1.0%,36.60,113.2万,39.7万
204,81.8%,66.1,0.8%,1462645,孤军,上映39天,135,<0.1%,35.65,113.2万,39.7万
204,2.3%,2.0,0.7%,1463744,非诚勿扰3,上映37天,4026,1.0%,32.45,113.2万,39.7万
204,1.8%,1.7,0.5%,1413066,天降大任,上映30天,3623,0.9%,22.19,113.2万,39.7万
204,1.0%,0.9,0.3%,1376729,大雨,上映24天,4025,1.0%,15.18,113.2万,39.7万
204,2.3%,2.3,0.3%,1490806,蜡笔小新：新次元！超能力大决战,上映72天,1948,0.4%,13.43,113.2万,39.7万
204,3.7%,3.6,0.2%,1218085,旺卡,上映59天,819,0.2%,11.49,113.2万,39.7万
204,0.5%,0.5,0.2%,1458940,江豚·风时舞,上映16天,4858,1.2%,8.99,113.2万,39.7万
204,2.5%,2.3,0.1%,338436,爱乐之城,,746,0.1%,6.90,113.2万,39.7万
204,10.3%,22.4,0.1%,1431886,志愿军：雄兵出击,,34,<0.1%,4.51,113.2万,39.7万
204,2.1%,2.1,0.1%,1493351,飞鸭向前冲,上映59天,625,0.1%,4.51,113.2万,39.7万
204,2.9%,2.7,<0.1%,1459756,狗神,上映52天,410,0.1%,4.28,113.2万,39.7万
204,0.7%,1.5,<0.1%,1320785,小行星猎人,上映24天,586,0.1%,3.63,113.2万,39.7万
204,0.2%,0.3,<0.1%,1328895,花千骨,上映16天,3486,0.8%,3.55,113.2万,39.7万
204,--,170.0,<0.1%,1282399,苍穹,展映,5,<0.1%,3.40,113.2万,39.7万
204,--,4.1,<0.1%,1229786,秋田,上映11天,177,<0.1%,2.50,113.2万,39.7万
204,13.7%,15.3,<0.1%,1431842,浙南儿女英雄传之热血长虹,上映11天,35,<0.1%,1.87,113.2万,39.7万
204,3.7%,30.9,<0.1%,1437173,绝地重生,,17,<0.1%,1.85,113.2万,39.7万
204,1.0%,0.9,<0.1%,1433654,还是觉得你最好,,525,0.1%,1.52,113.2万,39.7万
204,0.5%,0.6,<0.1%,1461260,森巴幸福岛之我要回家,上映9天,804,0.2%,1.50,113.2万,39.7万
204,0.2%,0.2,<0.1%,1426009,世界欠我一个你,上映10天,1564,0.3%,1.42,113.2万,39.7万
204,90.4%,102.8,<0.1%,1445662,堡垒,,5,<0.1%,1.28,113.2万,39.7万
204,66.1%,73.7,<0.1%,1229697,四个春天,,3,<0.1%,1.06,113.2万,39.7万
204,0.8%,1.9,<0.1%,1366178,夜幕将至,上映24天,117,<0.1%,0.87,113.2万,39.7万
204,0.6%,0.5,<0.1%,1441467,怒潮,上映51天,393,<0.1%,0.86,113.2万,39.7万
204,1.4%,1.4,<0.1%,1320283,你的婚礼,,153,<0.1%,0.77,113.2万,39.7万
204,2.2%,2.7,<0.1%,1366363,烟火人间,上映23天,114,<0.1%,0.75,113.2万,39.7万
204,1.6%,5.1,<0.1%,1431946,双山阻击战,上映10天,48,<0.1%,0.73,113.2万,39.7万
204,1.2%,1.1,<0.1%,1387181,悬崖下72小时,上映10天,221,<0.1%,0.69,113.2万,39.7万
204,--,5.0,<0.1%,1475199,家园梦想,上映73天,39,<0.1%,0.69,113.2万,39.7万
204,2.7%,2.7,<0.1%,1509537,人民万岁,上映41天,75,<0.1%,0.68,113.2万,39.7万
204,0.3%,2.3,<0.1%,1356108,回西藏,上映25天,67,<0.1%,0.59,113.2万,39.7万
204,--,4.5,<0.1%,1487151,我们一起摇太阳,,22,<0.1%,0.50,113.2万,39.7万
204,2.3%,3.3,<0.1%,1515688,战歌行,上映32天,54,<0.1%,0.47,113.2万,39.7万
204,1.4%,1.3,<0.1%,1505746,诡摇铃,上映59天,111,<0.1%,0.43,113.2万,39.7万
204,27.6%,94.0,<0.1%,1221853,探寻外太空生命,展映,1,<0.1%,0.40,113.2万,39.7万
204,1.6%,1.5,<0.1%,1414041,汉文皇后（戏曲 越剧）,上映49天,62,<0.1%,0.36,113.2万,39.7万
204,13.1%,17.0,<0.1%,1417411,暴风,,5,<0.1%,0.36,113.2万,39.7万
204,0.8%,0.7,<0.1%,1435155,青春梦幻之穷小子的幸福,上映17天,215,<0.1%,0.35,113.2万,39.7万
204,0.3%,0.3,<0.1%,1398529,家有儿女之神犬当家,上映16天,267,<0.1%,0.32,113.2万,39.7万
204,33.5%,24.3,<0.1%,1475123,光明使者周维忠,上映62天,3,<0.1%,0.29,113.2万,39.7万
204,1.4%,1.6,<0.1%,1355509,消失的收藏家,上映45天,54,<0.1%,0.24,113.2万,39.7万
204,0.7%,0.7,<0.1%,1457152,乌蒙奇缘,上映5天,118,<0.1%,0.21,113.2万,39.7万
204,--,30.0,<0.1%,1489349,第二十条,点映,1,<0.1%,0.21,113.2万,39.7万
204,0.8%,0.7,<0.1%,1359725,瞒天过海,上映59天,66,<0.1%,0.19,113.2万,39.7万
204,--,8.3,<0.1%,672203,超级的我,,8,<0.1%,0.18,113.2万,39.7万
204,1.7%,1.3,<0.1%,1470659,少年的我,上映10天,55,<0.1%,0.17,113.2万,39.7万
204,64.5%,60.0,<0.1%,1352371,雪域少年,,1,<0.1%,0.15,113.2万,39.7万
204,74.0%,60.0,<0.1%,1418965,玩转门神,上映31天,1,<0.1%,0.12,113.2万,39.7万
204,0.6%,1.0,<0.1%,1300093,吾爱敦煌,上映80天,34,<0.1%,0.11,113.2万,39.7万
204,5.6%,10.3,<0.1%,1446134,开山人,上映69天,3,<0.1%,0.10,113.2万,39.7万
204,--,50.0,<0.1%,65707,洛神,,2,<0.1%,0.10,113.2万,39.7万
204,0.8%,1.0,<0.1%,1455531,迷你特工队之汉堡大作战,上映86天,22,<0.1%,0.09,113.2万,39.7万
204,19.3%,0.1,<0.1%,1500039,雪豹和她的朋友们,,213,<0.1%,0.08,113.2万,39.7万
204,--,7.7,<0.1%,1362705,爱的重叠,上映24天,3,<0.1%,0.08,113.2万,39.7万
204,1.1%,1.3,<0.1%,1484755,唢呐客,上映18天,12,<0.1%,0.07,113.2万,39.7万
204,--,18.0,<0.1%,1395698,老爸老妈,上映10天,1,<0.1%,0.05,113.2万,39.7万
204,0.2%,2.3,<0.1%,1423992,零度极限,,7,<0.1%,0.05,113.2万,39.7万
204,3.2%,0.9,<0.1%,1229055,寒单,上映31天,8,<0.1%,0.03,113.2万,39.7万
204,4.0%,3.3,<0.1%,1462693,四季童年,上映52天,4,<0.1%,0.03,113.2万,39.7万
204,0.5%,0.6,<0.1%,1397232,少年先锋,上映57天,20,<0.1%,0.03,113.2万,39.7万
204,0.0%,0.7,<0.1%,1198835,极限奇援,上映24天,14,<0.1%,0.03,113.2万,39.7万
204,0.6%,0.7,<0.1%,1372970,破冰少年,上映18天,12,<0.1%,0.02,113.2万,39.7万
204,0.1%,0.1,<0.1%,1197614,误闯隐形岛,上映16天,64,<0.1%,0.02,113.2万,39.7万
204,0.5%,0.9,<0.1%,1424182,猎杀,上映38天,7,<0.1%,0.02,113.2万,39.7万
204,2.8%,1.8,<0.1%,1280203,开国将帅授衔1955,上映73天,4,<0.1%,0.02,113.2万,39.7万
204,0.4%,1.7,<0.1%,1398580,小马鞭,,3,<0.1%,0.02,113.2万,39.7万
204,8.6%,2.0,<0.1%,1413344,平教之路,,2,<0.1%,0.01,113.2万,39.7万
204,0.7%,2.0,<0.1%,1505569,大道十年,上映49天,1,<0.1%,0.01,113.2万,39.7万
204,4.5%,4.0,<0.1%,78136,开心超人,,1,<0.1%,0.01,113.2万,39.7万
204,1.1%,0.5,<0.1%,1450443,月光武士,上映52天,4,<0.1%,0.00,113.2万,39.7万
204,0.7%,0.5,<0.1%,1251043,合群路,上映55天,4,<0.1%,0.00,113.2万,39.7万
204,2.2%,1.0,<0.1%,1462635,秦淮河边一间房,上映18天,2,<0.1%,0.00,113.2万,39.7万
204,0.1%,0.1,<0.1%,1309995,谁能背我飞行,上映9天,25,<0.1%,0.00,113.2万,39.7万
204,--,<0.1,<0.1%,1383679,生命如花爱如蜜,上映17天,16,<0.1%,0.00,113.2万,39.7万
204,5.4%,1.0,<0.1%,1407233,新神榜：杨戬,,1,<0.1%,0.00,113.2万,39.7万
204,0.4%,0.3,<0.1%,1337941,雄狮少年,,3,<0.1%,0.00,113.2万,39.7万
204,--,0.2,<0.1%,1330422,青蛙王子历险记2,,10,<0.1%,0.00,113.2万,39.7万
