日期,上座率,场均人次,票房占比,电影ID,电影名字,已上映天数,排片场次,排片占比,当日票房,当日总出票,当日总场次
129,2.7%,4.2,35.4%,1458876,年会不能停！,上映32天,93277,24.8%,1462.65,109.3万,37.6万
129,1.9%,2.5,16.5%,1432500,临时劫案,上映11天,73180,19.4%,684.23,109.3万,37.6万
129,3.1%,3.6,13.0%,1331905,金手指,上映31天,38651,10.2%,537.79,109.3万,37.6万
129,2.2%,2.3,5.4%,1439164,动物园里有什么？,上映18天,26360,7.0%,227.13,109.3万,37.6万
129,1.9%,2.2,5.0%,1442365,养蜂人,上映18天,23269,6.1%,207.00,109.3万,37.6万
129,2.8%,3.0,4.5%,1385865,三大队,上映46天,15280,4.0%,186.90,109.3万,37.6万
129,2.6%,3.3,4.0%,1260081,海王2：失落的王国,上映41天,13372,3.5%,165.33,109.3万,37.6万
129,2.2%,2.2,3.2%,1207114,潜行,上映32天,15992,4.2%,132.83,109.3万,37.6万
129,1.7%,1.7,1.9%,1500903,开心超人之时空营救,上映10天,14192,3.7%,79.68,109.3万,37.6万
129,2.0%,2.0,1.7%,1461561,一闪一闪亮星星,上映31天,10760,2.8%,73.63,109.3万,37.6万
129,3.4%,3.4,1.5%,1482315,名侦探柯南：黑铁的鱼影,上映45天,5963,1.5%,64.10,109.3万,37.6万
129,2.5%,2.5,1.5%,1431800,舒克贝塔·五角飞碟,上映31天,6931,1.8%,63.44,109.3万,37.6万
129,2.7%,2.2,0.9%,1463744,非诚勿扰3,上映31天,4321,1.1%,38.58,109.3万,37.6万
129,2.7%,2.5,0.8%,1479147,照明商店,上映53天,3428,0.9%,34.02,109.3万,37.6万
129,1.8%,3.1,0.7%,1504098,泰勒·斯威夫特：时代巡回演唱会,上映30天,2368,0.6%,31.84,109.3万,37.6万
129,0.9%,0.9,0.4%,1458940,江豚·风时舞,上映10天,5515,1.4%,18.59,109.3万,37.6万
129,1.2%,1.2,0.4%,1376729,大雨,上映18天,3979,1.0%,18.49,109.3万,37.6万
