上座率(%),场均人次,票房占比(%),已上映天数,排片场次,排片占比(%),当日票房(万),当日总出票(万),当日总场次(万),出品国家,电影类别1,电影类别2,电影类别3,电影评分,男性占比(%),女性占比(%),节假日
0.122,10,0.0005,25,5,0.0005,0.1,190.7,38.3,1,1,4,2,0,0.296,0.296,13
0.023,1.4,0.0005,63,9,0.0005,0.05,190.7,38.3,1,8,6,35,0,0.197,0.197,13
0.003,0.4,0.0005,25,39,0.0005,0.05,190.7,38.3,1,2,4,0,0,0.376,0.376,13
0.008,0.8,0.0005,92,17,0.0005,0.04,190.7,38.3,1,16,17,11,0,0.393,0.393,13
0.013,1.2,0.0005,1,5,0.0005,0.03,190.7,38.3,1,22,4,0,0,0.404,0.404,13
0.01,0.7,0.0005,36,11,0.0005,0.02,190.7,38.3,0,0,0,0,0,0,0,13
0.057,3.5,0.0005,92,2,0.0005,0.02,190.7,38.3,1,2,12,0,0,0.44,0.44,13
0.028,0.3,0.0005,25,10,0.0005,0.01,190.7,38.3,1,4,1,21,0,0.237,0.237,13
0.077,10,0.257,8,79147,0.186,3369.88,328.8,42.5,1,2,3,0,9,0.353,0.353,2
0.05,7.6,0.242,2,120316,0.283,3171.23,328.8,42.5,3,5,6,0,8,0.699,0.699,2
0.104,15.2,0.11,18,21195,0.049,1443.7,328.8,42.5,3,2,30,18,9,0.569,0.569,2
0.079,8.4,0.097,40,37197,0.087,1272.73,328.8,42.5,1,3,2,0,9,0.359,0.359,2
0.032,3.3,0.076,2,73496,0.173,994.44,328.8,42.5,1,3,11,0,0,0.229,0.229,2
0.085,8.3,0.057,2,23437,0.055,749.16,328.8,42.5,3,2,11,16,8,0.315,0.315,2
0.094,9.8,0.052,59,16348,0.038,687.56,328.8,42.5,1,15,5,29,9,0.41,0.41,2
0.092,8.7,0.028,30,10954,0.025,377.99,328.8,42.5,1,2,1,0,9,0.274,0.274,2
0.109,10,0.011,71,3691,0.008,151.6,328.8,42.5,1,8,18,0,9,0.351,0.351,2
0.205,21.1,0.007,51,1151,0.002,98.24,328.8,42.5,1,22,24,1,9,0.205,0.205,2
0.059,5,0.005,8,3554,0.008,75.16,328.8,42.5,1,2,0,0,9,0.4,0.4,2
0.713,87.7,0.005,20,196,0.0005,69.56,328.8,42.5,1,18,30,0,0,0.374,0.374,2
0.047,18.5,0.004,36,657,0.001,62.75,328.8,42.5,1,8,14,6,8,0.192,0.192,2
0.066,5.8,0.004,44,2404,0.005,57.33,328.8,42.5,1,6,5,14,9,0.433,0.433,2
0.019,2.1,0.004,1,8084,0.019,52.86,328.8,42.5,1,2,8,7,0,0.284,0.284,2
0.039,3.3,0.003,31,3719,0.008,48.63,328.8,42.5,1,2,12,0,9,0.207,0.207,2
0.024,2.2,0.003,1,5218,0.012,45.75,328.8,42.5,1,22,4,0,0,0.404,0.404,2
0.066,5.9,0.003,65,1744,0.004,40.54,328.8,42.5,1,8,7,1,9,0.348,0.348,2
0.053,5.2,0.001,30,1098,0.002,16.62,328.8,42.5,5,8,7,22,9,0.278,0.278,2
0.062,6.2,0.001,16,625,0.001,14.91,328.8,42.5,3,6,24,5,9,0.566,0.566,2
0.094,18.2,0.001,8,235,0.0005,14.76,328.8,42.5,1,2,0,0,0,0.322,0.322,2
0.066,5.3,0.0005,26,478,0.001,9.95,328.8,42.5,1,4,2,0,9,0.333,0.333,2
0.131,12,0.0005,30,160,0.0005,7.91,328.8,42.5,3,9,30,0,9,0.298,0.298,2
0.064,6.1,0.0005,71,334,0.0005,7.38,328.8,42.5,1,8,6,1,9,0.222,0.222,2
0.06,4.9,0.0005,9,307,0.0005,7.17,328.8,42.5,1,2,1,0,0,0.339,0.339,2
0.052,15,0.0005,30,300,0.0005,5.99,328.8,42.5,1,11,3,0,8,0.365,0.365,2
0.085,8,0.0005,58,203,0.0005,5.76,328.8,42.5,3,1,6,7,9,0.204,0.204,2
0.039,3.2,0.0005,73,418,0.0005,5.15,328.8,42.5,1,2,0,0,10,0.398,0.398,2
0.129,22,0.0005,29,48,0.0005,5.04,328.8,42.5,1,8,0,0,0,0.354,0.354,2
0.236,25.3,0.0005,19,45,0.0005,4.49,328.8,42.5,1,4,11,16,0,0.292,0.292,2
0.059,5.6,0.0005,29,252,0.0005,4.25,328.8,42.5,6,8,0,0,0,0.171,0.171,2
0.64,54.6,0.0005,7,29,0.0005,3.95,328.8,42.5,1,22,25,0,0,0.505,0.505,2
0.049,6.9,0.0005,29,260,0.0005,3.89,328.8,42.5,1,8,5,1,0,0.231,0.231,2
0.016,1.2,0.0005,8,755,0.001,3.87,328.8,42.5,1,2,4,7,0,0.285,0.285,2
0.024,2.3,0.0005,2,390,0.0005,3.37,328.8,42.5,1,2,0,0,0,0.315,0.315,2
0.046,3.2,0.0005,26,227,0.0005,2.94,328.8,42.5,1,2,4,0,0,0.281,0.281,2
0.008,0.9,0.0005,2,778,0.001,2.65,328.8,42.5,1,2,32,5,0,0.507,0.507,2
0.25,25.2,0.0005,8,26,0.0005,2.37,328.8,42.5,1,2,0,0,0,0.365,0.365,2
0.024,2.3,0.0005,8,332,0.0005,2.17,328.8,42.5,1,16,17,0,0,0.381,0.381,2
0.022,1.7,0.0005,23,310,0.0005,1.94,328.8,42.5,1,3,5,28,0,0.453,0.453,2
0.057,5.8,0.0005,2,81,0.0005,1.82,328.8,42.5,1,22,2,0,0,0.438,0.438,2
0.015,1.4,0.0005,23,327,0.0005,1.59,328.8,42.5,1,2,11,3,9,0.278,0.278,2
0.047,3.7,0.0005,9,164,0.0005,1.52,328.8,42.5,1,2,0,0,0,0.636,0.636,2
0.047,10.7,0.0005,44,31,0.0005,1.51,328.8,42.5,1,9,0,0,10,0.285,0.285,2
0.515,41,0.0005,12,10,0.0005,1.33,328.8,42.5,1,2,0,0,0,0.302,0.302,2
0.397,28.8,0.0005,78,12,0.0005,1.28,328.8,42.5,1,2,18,21,0,0.263,0.263,2
0.406,76,0.0005,22,3,0.0005,0.92,328.8,42.5,1,22,25,2,0,0.414,0.414,2
0.044,2.7,0.0005,87,74,0.0005,0.85,328.8,42.5,1,11,3,2,9,0.245,0.245,2
0.015,1.4,0.0005,16,126,0.0005,0.55,328.8,42.5,1,17,16,0,0,0.362,0.362,2
0.199,9.1,0.0005,64,15,0.0005,0.52,328.8,42.5,1,8,6,35,0,0.197,0.197,2
0.115,13.4,0.0005,23,12,0.0005,0.51,328.8,42.5,1,2,0,0,0,0.283,0.283,2
0.263,15.5,0.0005,38,4,0.0005,0.21,328.8,42.5,1,2,5,0,0,0.298,0.298,2
0.005,0.4,0.0005,16,113,0.0005,0.18,328.8,42.5,1,11,4,12,0,0.256,0.256,2
0.757,50,0.0005,81,1,0.0005,0.17,328.8,42.5,1,2,0,0,0,0.423,0.423,2
0.015,4.6,0.0005,57,22,0.0005,0.15,328.8,42.5,1,8,6,0,0,0.269,0.269,2
0.12,13,0.0005,26,4,0.0005,0.1,328.8,42.5,1,1,4,2,0,0.296,0.296,2
0.3,30,0.0005,81,1,0.0005,0.09,328.8,42.5,1,2,25,0,0,0.385,0.385,2
0.021,2.8,0.0005,93,8,0.0005,0.06,328.8,42.5,1,16,17,11,0,0.393,0.393,2
0.003,0.4,0.0005,4,25,0.0005,0.04,328.8,42.5,1,2,0,0,0,0.481,0.481,2
0.005,0.4,0.0005,26,32,0.0005,0.03,328.8,42.5,1,2,4,0,0,0.376,0.376,2
0.015,5,0.0005,81,2,0.0005,0.03,328.8,42.5,1,2,0,0,0,0.424,0.424,2
0.012,0.8,0.0005,37,11,0.0005,0.02,328.8,42.5,0,0,0,0,0,0,0,2
0.023,3,0.0005,35,3,0.0005,0.02,328.8,42.5,1,8,2,0,0,0.336,0.336,2
0.057,7.5,0.262,9,83262,0.208,2660.97,253.2,40,1,2,3,0,9,0.353,0.353,1
0.041,6.3,0.227,3,104985,0.262,2309.81,253.2,40,3,5,6,0,8,0.699,0.699,1
0.071,10.2,0.106,19,23698,0.059,1077.38,253.2,40,3,2,30,18,9,0.569,0.569,1
0.051,5.5,0.092,41,41240,0.103,935.95,253.2,40,1,3,2,0,9,0.359,0.359,1
0.07,7.3,0.062,60,20173,0.05,637.29,253.2,40,1,15,5,29,9,0.41,0.41,1
0.066,6.6,0.059,3,23628,0.059,606.48,253.2,40,3,2,11,16,8,0.315,0.315,1
0.029,3,0.058,3,47337,0.118,593.17,253.2,40,1,3,11,0,0,0.229,0.229,1
0.068,6.5,0.036,31,14098,0.035,370.07,253.2,40,1,2,1,0,9,0.274,0.274,1
0.086,8.4,0.016,72,4943,0.012,168.72,253.2,40,1,8,18,0,9,0.351,0.351,1
0.147,14.3,0.008,52,1505,0.003,85.02,253.2,40,1,22,24,1,9,0.205,0.205,1
0.052,4.3,0.007,9,4243,0.01,79.06,253.2,40,1,2,0,0,9,0.4,0.4,1
0.141,15.4,0.006,37,802,0.002,62.84,253.2,40,1,8,14,6,8,0.192,0.192,1
0.049,4.4,0.005,45,3353,0.008,60.29,253.2,40,1,6,5,14,9,0.433,0.433,1
0.061,5.5,0.005,66,2448,0.006,52.81,253.2,40,1,8,7,1,9,0.348,0.348,1
0.739,82.2,0.005,21,158,0.0005,52.42,253.2,40,1,18,30,0,0,0.374,0.374,1
0.029,2.6,0.003,32,3728,0.009,38.63,253.2,40,1,2,12,0,9,0.207,0.207,1
0.022,2.2,0.003,2,4634,0.011,30.74,253.2,40,1,2,8,7,0,0.284,0.284,1
0.052,5.2,0.002,31,1396,0.003,20.92,253.2,40,5,8,7,22,9,0.278,0.278,1
0.05,4.4,0.001,17,795,0.001,12.77,253.2,40,3,6,24,5,9,0.566,0.566,1
0.084,16.8,0.001,9,212,0.0005,12.08,253.2,40,1,2,0,0,0,0.322,0.322,1
0.057,5.1,0.0005,10,408,0.001,9.63,253.2,40,1,2,1,0,0,0.339,0.339,1
0.064,5.7,0.0005,72,421,0.001,8.6,253.2,40,1,8,6,1,9,0.222,0.222,1
0.037,3,0.0005,27,634,0.001,7.4,253.2,40,1,4,2,0,9,0.333,0.333,1
0.091,7.8,0.0005,31,218,0.0005,6.94,253.2,40,3,9,30,0,9,0.298,0.298,1
0.061,6,0.0005,59,315,0.0005,6.77,253.2,40,3,1,6,7,9,0.204,0.204,1
0.04,12.6,0.0005,31,378,0.0005,6.43,253.2,40,1,11,3,0,8,0.365,0.365,1
0.031,3,0.0005,74,538,0.001,6.23,253.2,40,1,2,0,0,10,0.398,0.398,1
0.07,6.3,0.0005,30,326,0.0005,6.16,253.2,40,6,8,0,0,0,0.171,0.171,1
0.011,1.2,0.0005,2,1594,0.003,5.99,253.2,40,1,22,4,0,0,0.404,0.404,1
0.057,24.8,0.0005,30,45,0.0005,5.26,253.2,40,1,8,0,0,0,0.354,0.354,1
0.233,20.8,0.0005,20,49,0.0005,4.13,253.2,40,1,4,11,16,0,0.292,0.292,1
0.012,1.1,0.0005,9,795,0.001,3.71,253.2,40,1,2,4,7,0,0.285,0.285,1
0.021,2.4,0.0005,3,376,0.0005,3.32,253.2,40,1,2,0,0,0,0.315,0.315,1
0.029,3.2,0.0005,30,310,0.0005,3.21,253.2,40,1,8,5,1,0,0.231,0.231,1
0.009,1,0.0005,3,631,0.001,2.13,253.2,40,1,2,32,5,0,0.507,0.507,1
0.042,3.3,0.0005,10,220,0.0005,2.08,253.2,40,1,2,0,0,0,0.636,0.636,1
0.175,56.9,0.0005,37,11,0.0005,1.82,253.2,40,1,2,23,12,0,0.263,0.263,1
0.021,1.5,0.0005,27,288,0.0005,1.79,253.2,40,1,2,4,0,0,0.281,0.281,1
0.014,1.1,0.0005,24,423,0.001,1.73,253.2,40,1,3,5,28,0,0.453,0.453,1
0.01,0.8,0.0005,24,431,0.001,1.34,253.2,40,1,2,11,3,9,0.278,0.278,1
0.013,1.2,0.0005,9,406,0.001,1.34,253.2,40,1,16,17,0,0,0.381,0.381,1
0.697,22.9,0.0005,8,21,0.0005,1.2,253.2,40,1,22,25,0,0,0.505,0.505,1
0.021,2.6,0.0005,88,111,0.0005,1.15,253.2,40,1,11,3,2,9,0.245,0.245,1
0.04,3.9,0.0005,3,69,0.0005,1.09,253.2,40,1,22,2,0,0,0.438,0.438,1
0.21,35.6,0.0005,79,7,0.0005,0.96,253.2,40,1,2,18,21,0,0.263,0.263,1
0.076,12.2,0.0005,9,18,0.0005,0.61,253.2,40,1,2,0,0,0,0.365,0.365,1
0.032,3.1,0.0005,45,41,0.0005,0.55,253.2,40,1,9,0,0,10,0.285,0.285,1
0.092,6.8,0.0005,65,21,0.0005,0.54,253.2,40,1,8,6,35,0,0.197,0.197,1
0.008,0.8,0.0005,17,177,0.0005,0.43,253.2,40,1,17,16,0,0,0.362,0.362,1
0.018,45.7,0.0005,17,3,0.0005,0.34,253.2,40,1,2,0,0,0,0.356,0.356,1
0.089,19,0.0005,23,7,0.0005,0.33,253.2,40,1,22,25,2,0,0.414,0.414,1
0.125,11.7,0.0005,27,7,0.0005,0.23,253.2,40,1,1,4,2,0,0.296,0.296,1
0.005,0.4,0.0005,17,141,0.0005,0.22,253.2,40,1,11,4,12,0,0.256,0.256,1
0.014,2.1,0.0005,58,29,0.0005,0.19,253.2,40,1,8,6,0,0,0.269,0.269,1
0.016,1,0.0005,27,49,0.0005,0.13,253.2,40,1,2,4,0,0,0.376,0.376,1
0.007,0.6,0.0005,5,42,0.0005,0.09,253.2,40,1,2,0,0,0,0.481,0.481,1
0.625,31,0.0005,82,1,0.0005,0.09,253.2,40,1,2,25,0,0,0.385,0.385,1
0.019,2.3,0.0005,94,12,0.0005,0.08,253.2,40,1,16,17,11,0,0.393,0.393,1
0.195,4.5,0.0005,92,2,0.0005,0.04,253.2,40,1,2,5,0,0,0.519,0.519,1
0.006,0.4,0.0005,38,10,0.0005,0.01,253.2,40,0,0,0,0,0,0,0,1
0.024,3.2,0.285,10,77769,0.222,1048.43,93.5,34.9,1,2,3,0,9,0.353,0.353,13
0.021,3.2,0.273,4,90881,0.26,1005.68,93.5,34.9,3,5,6,0,8,0.699,0.699,13
0.019,2.2,0.093,42,39020,0.111,343.27,93.5,34.9,1,3,2,0,9,0.359,0.359,13
0.016,1.7,0.072,4,37673,0.107,265.66,93.5,34.9,1,3,11,0,0,0.229,0.229,13
0.019,2.7,0.071,20,22280,0.063,260.99,93.5,34.9,3,2,30,18,9,0.569,0.569,13
0.024,2.5,0.054,4,21663,0.062,202.03,93.5,34.9,3,2,11,16,8,0.315,0.315,13
0.022,2.4,0.054,61,19499,0.055,199.76,93.5,34.9,1,15,5,29,9,0.41,0.41,13
0.014,1.4,0.015,32,10252,0.029,58.33,93.5,34.9,1,2,1,0,9,0.274,0.274,13
0.712,72.9,0.015,22,192,0.0005,55.28,93.5,34.9,1,18,30,0,0,0.374,0.374,13
0.003,23.6,0.011,38,309,0.0005,42.54,93.5,34.9,1,8,14,6,8,0.192,0.192,13
0.02,1.8,0.01,10,4689,0.013,36.85,93.5,34.9,1,2,0,0,9,0.4,0.4,13
0.015,1.4,0.005,33,3762,0.01,21.17,93.5,34.9,1,2,12,0,9,0.207,0.207,13
0.014,1.3,0.004,46,3367,0.009,18.33,93.5,34.9,1,6,5,14,9,0.433,0.433,13
0.03,2.6,0.004,53,1442,0.004,15.17,93.5,34.9,1,22,24,1,9,0.205,0.205,13
0.012,1.1,0.003,73,2492,0.007,11.29,93.5,34.9,1,8,18,0,9,0.351,0.351,13
0.106,23.1,0.002,10,115,0.0005,9.4,93.5,34.9,1,2,0,0,0,0.322,0.322,13
0.027,2,0.001,18,858,0.002,6.68,93.5,34.9,3,6,24,5,9,0.566,0.566,13
0.161,76.9,0.001,31,16,0.0005,6.14,93.5,34.9,1,8,0,0,0,0.354,0.354,13
0.018,1.5,0.0005,11,484,0.001,3.26,93.5,34.9,1,2,1,0,0,0.339,0.339,13
0.27,65.2,0.0005,18,17,0.0005,2.77,93.5,34.9,1,2,0,0,0,0.356,0.356,13
0.009,1.3,0.0005,25,517,0.001,2.45,93.5,34.9,1,3,5,28,0,0.453,0.453,13
0.005,0.5,0.0005,67,1193,0.003,2.3,93.5,34.9,1,8,7,1,9,0.348,0.348,13
0.01,0.9,0.0005,28,634,0.001,2.22,93.5,34.9,1,4,2,0,9,0.333,0.333,13
0.005,0.4,0.0005,10,890,0.002,1.73,93.5,34.9,1,2,4,7,0,0.285,0.285,13
0.004,0.5,0.0005,3,903,0.002,1.56,93.5,34.9,1,22,4,0,0,0.404,0.404,13
0.011,1.1,0.0005,4,379,0.001,1.54,93.5,34.9,1,2,0,0,0,0.315,0.315,13
0.044,3.6,0.0005,32,108,0.0005,1.45,93.5,34.9,3,9,30,0,9,0.298,0.298,13
0.01,1,0.0005,10,411,0.001,1.2,93.5,34.9,1,16,17,0,0,0.381,0.381,13
0.008,0.7,0.0005,4,503,0.001,1.19,93.5,34.9,1,2,32,5,0,0.507,0.507,13
0.075,20.1,0.0005,80,16,0.0005,1.15,93.5,34.9,1,2,18,21,0,0.263,0.263,13
0.015,1.4,0.0005,60,250,0.0005,1.14,93.5,34.9,3,1,6,7,9,0.204,0.204,13
0.006,0.6,0.0005,75,506,0.001,1.1,93.5,34.9,1,2,0,0,10,0.398,0.398,13
0.132,36.3,0.0005,10,10,0.0005,1.05,93.5,34.9,1,2,0,0,0,0.365,0.365,13
0.011,0.8,0.0005,32,280,0.0005,0.93,93.5,34.9,1,11,3,0,8,0.365,0.365,13
0.005,0.4,0.0005,25,634,0.001,0.9,93.5,34.9,1,2,11,3,9,0.278,0.278,13
0.001,0.2,0.0005,3,1516,0.004,0.75,93.5,34.9,1,2,8,7,0,0.284,0.284,13
0.011,1.4,0.0005,11,175,0.0005,0.7,93.5,34.9,1,2,0,0,0,0.636,0.636,13
0.014,1.2,0.0005,89,127,0.0005,0.62,93.5,34.9,1,11,3,2,9,0.245,0.245,13
0.006,0.5,0.0005,28,272,0.0005,0.57,93.5,34.9,1,2,4,0,0,0.281,0.281,13
0.014,39.4,0.0005,80,5,0.0005,0.49,93.5,34.9,1,19,18,2,0,0.451,0.451,13
0.008,0.8,0.0005,18,163,0.0005,0.45,93.5,34.9,1,17,16,0,0,0.362,0.362,13
0.002,0.8,0.0005,31,110,0.0005,0.34,93.5,34.9,1,8,5,1,0,0.231,0.231,13
0.117,13.7,0.0005,28,7,0.0005,0.21,93.5,34.9,1,1,4,2,0,0.296,0.296,13
0.002,0.2,0.0005,32,261,0.0005,0.17,93.5,34.9,5,8,7,22,9,0.278,0.278,13
0.005,0.5,0.0005,73,96,0.0005,0.16,93.5,34.9,1,8,6,1,9,0.222,0.222,13
0.006,2.7,0.0005,21,15,0.0005,0.16,93.5,34.9,1,4,11,16,0,0.292,0.292,13
0.068,0.5,0.0005,31,83,0.0005,0.13,93.5,34.9,6,8,0,0,0,0.171,0.171,13
0.401,44,0.0005,1,1,0.0005,0.11,93.5,34.9,1,2,0,0,0,0.335,0.335,13
0.625,31,0.0005,83,1,0.0005,0.09,93.5,34.9,1,2,25,0,0,0.385,0.385,13
0.085,7.5,0.0005,83,4,0.0005,0.09,93.5,34.9,1,9,0,0,0,0.356,0.356,13
0.019,1.8,0.0005,6,11,0.0005,0.07,93.5,34.9,1,2,0,0,0,0.481,0.481,13
0.001,0.05,0.0005,18,172,0.0005,0.04,93.5,34.9,1,11,4,12,0,0.256,0.256,13
0.005,0.6,0.0005,4,21,0.0005,0.04,93.5,34.9,1,22,2,0,0,0.438,0.438,13
0.004,0.4,0.0005,46,21,0.0005,0.04,93.5,34.9,1,9,0,0,10,0.285,0.285,13
0.005,0.7,0.0005,95,13,0.0005,0.03,93.5,34.9,1,16,17,11,0,0.393,0.393,13
0.004,0.2,0.0005,28,41,0.0005,0.02,93.5,34.9,1,2,4,0,0,0.376,0.376,13
0.008,0.5,0.0005,25,12,0.0005,0.01,93.5,34.9,1,2,0,0,0,0.283,0.283,13
0.006,0.6,0.0005,39,7,0.0005,0.01,93.5,34.9,0,0,0,0,0,0,0,13
0.023,3,0.294,11,77873,0.224,985.19,85.8,34.6,1,2,3,0,9,0.353,0.353,13
0.018,2.6,0.238,5,88924,0.256,796.99,85.8,34.6,3,5,6,0,8,0.699,0.699,13
0.02,2.2,0.104,43,39189,0.113,351.37,85.8,34.6,1,3,2,0,9,0.359,0.359,13
0.017,2.4,0.069,21,22103,0.063,231.93,85.8,34.6,3,2,30,18,9,0.569,0.569,13
0.014,1.5,0.064,5,35427,0.102,216.76,85.8,34.6,1,3,11,0,0,0.229,0.229,13
0.022,2.3,0.059,62,19995,0.057,199.69,85.8,34.6,1,15,5,29,9,0.41,0.41,13
0.023,2.4,0.055,5,21359,0.061,186.97,85.8,34.6,3,2,11,16,8,0.315,0.315,13
0.72,77.7,0.022,23,237,0.0005,74.15,85.8,34.6,1,18,30,0,0,0.374,0.374,13
0.014,1.4,0.017,33,10108,0.029,57.47,85.8,34.6,1,2,1,0,9,0.274,0.274,13
0.006,24.7,0.012,39,292,0.0005,42.84,85.8,34.6,1,8,14,6,8,0.192,0.192,13
0.017,1.6,0.009,11,4850,0.014,31.47,85.8,34.6,1,2,0,0,9,0.4,0.4,13
0.015,1.4,0.006,34,4139,0.011,22.49,85.8,34.6,1,2,12,0,9,0.207,0.207,13
0.013,1.3,0.005,47,3578,0.01,18.73,85.8,34.6,1,6,5,14,9,0.433,0.433,13
0.032,3.1,0.005,54,1500,0.004,18.18,85.8,34.6,1,22,24,1,9,0.205,0.205,13
0.015,1.4,0.004,74,2407,0.006,13.51,85.8,34.6,1,8,18,0,9,0.351,0.351,13
0.063,29,0.003,11,108,0.0005,10.63,85.8,34.6,1,2,0,0,0,0.322,0.322,13
0.217,90.8,0.001,32,14,0.0005,6.34,85.8,34.6,1,8,0,0,0,0.354,0.354,13
0.012,1.2,0.001,19,865,0.002,3.94,85.8,34.6,3,6,24,5,9,0.566,0.566,13
0.016,1.4,0.0005,12,504,0.001,3.22,85.8,34.6,1,2,1,0,0,0.339,0.339,13
0.012,1.4,0.0005,26,580,0.001,3.18,85.8,34.6,1,3,5,28,0,0.453,0.453,13
0.081,60.6,0.0005,19,21,0.0005,3.18,85.8,34.6,1,2,0,0,0,0.356,0.356,13
0.005,0.5,0.0005,68,1177,0.003,2.42,85.8,34.6,1,8,7,1,9,0.348,0.348,13
0.009,0.8,0.0005,29,677,0.001,2.24,85.8,34.6,1,4,2,0,9,0.333,0.333,13
0.055,32.2,0.0005,81,19,0.0005,2.15,85.8,34.6,1,2,18,21,0,0.263,0.263,13
0.007,0.7,0.0005,4,819,0.002,1.79,85.8,34.6,1,22,4,0,0,0.404,0.404,13
0.009,75.3,0.0005,81,8,0.0005,1.5,85.8,34.6,1,19,18,2,0,0.451,0.451,13
0.005,0.6,0.0005,26,699,0.002,1.47,85.8,34.6,1,2,11,3,9,0.278,0.278,13
0.004,0.4,0.0005,11,873,0.002,1.41,85.8,34.6,1,2,4,7,0,0.285,0.285,13
0.007,0.6,0.0005,76,499,0.001,1.36,85.8,34.6,1,2,0,0,10,0.398,0.398,13
0.035,2.9,0.0005,33,121,0.0005,1.34,85.8,34.6,3,9,30,0,9,0.298,0.298,13
0.01,1,0.0005,5,348,0.001,1.28,85.8,34.6,1,2,0,0,0,0.315,0.315,13
0.016,1.4,0.0005,61,246,0.0005,1.27,85.8,34.6,3,1,6,7,9,0.204,0.204,13
0.008,0.9,0.0005,11,440,0.001,1.2,85.8,34.6,1,16,17,0,0,0.381,0.381,13
0.01,0.9,0.0005,29,292,0.0005,1.08,85.8,34.6,1,2,4,0,0,0.281,0.281,13
0.003,0.3,0.0005,1,934,0.002,1,85.8,34.6,1,2,0,0,0,0.335,0.335,13
0.005,0.5,0.0005,5,469,0.001,0.65,85.8,34.6,1,2,32,5,0,0.507,0.507,13
0.001,0.1,0.0005,4,1335,0.003,0.6,85.8,34.6,1,2,8,7,0,0.284,0.284,13
0.134,27,0.0005,94,4,0.0005,0.48,85.8,34.6,1,2,5,0,0,0.519,0.519,13
0.008,0.6,0.0005,33,189,0.0005,0.48,85.8,34.6,1,11,3,0,8,0.365,0.365,13
0.012,0.8,0.0005,90,142,0.0005,0.47,85.8,34.6,1,11,3,2,9,0.245,0.245,13
0.274,67.5,0.0005,84,2,0.0005,0.47,85.8,34.6,1,2,0,0,0,0.424,0.424,13
0.007,0.6,0.0005,19,177,0.0005,0.32,85.8,34.6,1,17,16,0,0,0.362,0.362,13
0.01,1.2,0.0005,32,62,0.0005,0.3,85.8,34.6,1,8,5,1,0,0.231,0.231,13
0.152,12.2,0.0005,84,6,0.0005,0.24,85.8,34.6,1,9,0,0,0,0.356,0.356,13
0.688,4.8,0.0005,10,14,0.0005,0.18,85.8,34.6,1,22,25,0,0,0.505,0.505,13
0.004,0.4,0.0005,12,178,0.0005,0.16,85.8,34.6,1,2,0,0,0,0.636,0.636,13
0.004,0.4,0.0005,74,101,0.0005,0.15,85.8,34.6,1,8,6,1,9,0.222,0.222,13
0.112,11.7,0.0005,29,6,0.0005,0.15,85.8,34.6,1,1,4,2,0,0.296,0.296,13
0.001,2.4,0.0005,22,21,0.0005,0.14,85.8,34.6,1,4,11,16,0,0.292,0.292,13
0.003,0.3,0.0005,33,196,0.0005,0.14,85.8,34.6,5,8,7,22,9,0.278,0.278,13
0.022,1.9,0.0005,11,26,0.0005,0.12,85.8,34.6,1,2,0,0,0,0.365,0.365,13
0.625,30,0.0005,84,1,0.0005,0.09,85.8,34.6,1,2,25,0,0,0.385,0.385,13
0.059,3.1,0.0005,7,8,0.0005,0.08,85.8,34.6,1,2,0,0,0,0.481,0.481,13
0.006,0.7,0.0005,47,24,0.0005,0.07,85.8,34.6,1,9,0,0,10,0.285,0.285,13
0.001,0.05,0.0005,19,171,0.0005,0.07,85.8,34.6,1,11,4,12,0,0.256,0.256,13
0.348,10.5,0.0005,28,2,0.0005,0.06,85.8,34.6,1,2,18,22,0,0,0,13
0.003,0.4,0.0005,5,33,0.0005,0.05,85.8,34.6,1,22,2,0,0,0.438,0.438,13
0.006,0.4,0.0005,29,43,0.0005,0.05,85.8,34.6,1,2,4,0,0,0.376,0.376,13
0.007,0.4,0.0005,32,35,0.0005,0.04,85.8,34.6,6,8,0,0,0,0.171,0.171,13
0.006,0.6,0.0005,96,14,0.0005,0.02,85.8,34.6,1,16,17,11,0,0.393,0.393,13
0.018,2,0.0005,40,3,0.0005,0.01,85.8,34.6,0,0,0,0,0,0,0,13
0.008,0.5,0.0005,67,8,0.0005,0.01,85.8,34.6,1,8,6,35,0,0.197,0.197,13
0.007,0.8,0.0005,61,4,0.0005,0.01,85.8,34.6,1,1,12,7,8,0.39,0.39,13
0.002,0.2,0.0005,26,15,0.0005,0.01,85.8,34.6,1,2,0,0,0,0.283,0.283,13
0.16,24.6,0.355,4,64379,0.174,6785.57,458.8,36.9,3,2,30,18,9,0.569,0.569,2
0.086,12.2,0.251,26,95739,0.259,4808.85,458.8,36.9,1,3,2,0,9,0.359,0.359,2
0.111,12.3,0.13,16,49566,0.134,2490.35,458.8,36.9,1,2,1,0,9,0.274,0.274,2
0.118,12.8,0.102,45,35852,0.097,1952.47,458.8,36.9,1,15,5,29,9,0.41,0.41,2
0.085,8,0.032,17,19328,0.052,624.42,458.8,36.9,1,2,12,0,9,0.207,0.207,2
0.093,9,0.023,30,12037,0.032,452.08,458.8,36.9,1,6,5,14,9,0.433,0.433,2
0.123,11.9,0.023,57,8994,0.024,440.24,458.8,36.9,1,8,18,0,9,0.351,0.351,2
0.035,3.8,0.012,2,17895,0.048,245.99,458.8,36.9,3,6,24,5,9,0.566,0.566,2
0.095,9.5,0.008,37,4244,0.011,165.12,458.8,36.9,1,22,24,1,9,0.205,0.205,2
0.062,5.7,0.008,9,7207,0.019,158.74,458.8,36.9,1,2,11,3,9,0.278,0.278,2
