上座率(%),场均人次,票房占比(%),已上映天数,排片场次,排片占比(%),当日票房(万),当日总出票(万),当日总场次(万),出品国家,电影类别1,电影类别2,电影类别3,电影评分,男性占比(%),女性占比(%),节假日
0.202,30.4,0.339,4,111426,0.247,14605.02,1025.2,45,1,2,3,11,9,0.419,0.419,6
0.165,21.5,0.211,4,100727,0.223,9110.3,1025.2,45,1,4,1,0,9,0.425,0.425,6
0.184,21.4,0.198,4,95902,0.213,8565.05,1025.2,45,1,2,18,19,10,0.465,0.465,6
0.204,22.8,0.137,3,60885,0.135,5925.79,1025.2,45,1,2,3,5,9,0.43,0.43,6
0.218,20.3,0.035,4,17910,0.039,1532,1025.2,45,1,1,2,0,9,0.381,0.381,6
0.163,16.8,0.032,3,24503,0.054,1381.81,1025.2,45,3,8,0,0,9,0.235,0.235,6
0.141,13.5,0.02,4,17351,0.038,866.33,1025.2,45,1,1,8,6,9,0.265,0.265,6
0.194,30.7,0.005,33,1615,0.003,253.81,1025.2,45,3,2,30,18,9,0.569,0.569,6
0.106,9.9,0.005,3,6659,0.014,240.58,1025.2,45,1,8,1,7,0,0.349,0.349,6
0.205,19.3,0.002,55,1240,0.002,97.65,1025.2,45,1,3,2,0,9,0.359,0.359,6
0.018,70.3,0.001,51,199,0.0005,81.25,1025.2,45,1,8,14,6,8,0.192,0.192,6
0.165,16.8,0.001,74,1057,0.002,80.03,1025.2,45,1,15,5,29,9,0.41,0.41,6
0.046,4.8,0.001,3,3852,0.008,65.91,1025.2,45,1,7,31,8,0,0.163,0.163,6
0.226,20.7,0.001,86,505,0.001,44.14,1025.2,45,1,8,18,0,9,0.351,0.351,6
0.154,14,0.0005,17,572,0.001,38.2,1025.2,45,3,2,11,16,8,0.315,0.315,6
0.75,102.6,0.0005,35,98,0.0005,28.08,1025.2,45,1,18,30,0,0,0.374,0.374,6
0.098,8.7,0.0005,17,787,0.001,25.78,1025.2,45,3,5,6,0,8,0.699,0.699,6
0.075,6.6,0.0005,23,788,0.001,22.33,1025.2,45,1,2,3,0,9,0.353,0.353,6
0.036,3.5,0.0005,3,1740,0.003,21.16,1025.2,45,1,8,6,1,0,0.274,0.274,6
0.041,4.1,0.0005,3,994,0.002,13.06,1025.2,45,5,8,6,0,0,0.201,0.201,6
0.75,138.3,0.0005,93,15,0.0005,10,1025.2,45,1,2,18,21,0,0.263,0.263,6
0.122,10.9,0.0005,45,171,0.0005,7.61,1025.2,45,1,2,1,0,9,0.274,0.274,6
0.099,9,0.0005,80,160,0.0005,5.81,1025.2,45,1,8,7,1,9,0.348,0.348,6
0.449,35,0.0005,23,140,0.0005,5.35,1025.2,45,1,2,0,0,9,0.4,0.4,6
0.011,39.1,0.0005,4,21,0.0005,2.82,1025.2,45,1,2,1,4,0,0.458,0.458,6
0.1,8,0.0005,59,82,0.0005,2.71,1025.2,45,1,6,5,14,9,0.433,0.433,6
0.006,250,0.0005,44,2,0.0005,2.49,1025.2,45,1,8,0,0,0,0.354,0.354,6
0.148,12.1,0.0005,45,31,0.0005,1.6,1025.2,45,3,9,30,0,9,0.298,0.298,6
0.093,6.9,0.0005,66,24,0.0005,0.84,1025.2,45,1,22,24,1,9,0.205,0.205,6
0.092,7.5,0.0005,73,19,0.0005,0.61,1025.2,45,3,1,6,7,9,0.204,0.204,6
0.082,7,0.0005,45,22,0.0005,0.43,1025.2,45,5,8,7,22,9,0.278,0.278,6
0.075,8.6,0.0005,31,11,0.0005,0.43,1025.2,45,3,6,24,5,9,0.566,0.566,6
0.035,3.7,0.0005,23,37,0.0005,0.41,1025.2,45,1,16,17,0,0,0.381,0.381,6
0.018,0.8,0.0005,17,85,0.0005,0.33,1025.2,45,1,3,11,0,0,0.229,0.229,6
0.021,1.5,0.0005,46,38,0.0005,0.22,1025.2,45,1,2,12,0,9,0.207,0.207,6
0.06,5.1,0.0005,88,9,0.0005,0.18,1025.2,45,1,2,0,0,10,0.398,0.398,6
0.055,5,0.0005,41,9,0.0005,0.17,1025.2,45,1,4,2,0,9,0.333,0.333,6
0.057,5.3,0.0005,31,10,0.0005,0.16,1025.2,45,1,17,16,0,0,0.362,0.362,6
0.049,4.4,0.0005,59,7,0.0005,0.12,1025.2,45,1,9,0,0,10,0.285,0.285,6
0.011,1.6,0.0005,86,18,0.0005,0.09,1025.2,45,1,8,6,1,9,0.222,0.222,6
0.75,30,0.0005,96,1,0.0005,0.09,1025.2,45,1,2,25,0,0,0.385,0.385,6
0.029,3.5,0.0005,41,4,0.0005,0.06,1025.2,45,1,2,4,0,0,0.281,0.281,6
0.059,3.3,0.0005,52,3,0.0005,0.03,1025.2,45,0,0,0,0,0,0,0,6
0.011,0.1,0.0005,23,27,0.0005,0.01,1025.2,45,1,2,4,7,0,0.285,0.285,6
0.036,1.3,0.0005,44,3,0.0005,0.01,1025.2,45,6,8,0,0,0,0.171,0.171,6
0.034,5.1,0.309,13,92158,0.271,1972.08,152.9,33.9,1,2,3,11,9,0.419,0.419,13
0.042,5,0.25,13,75961,0.223,1591.54,152.9,33.9,1,4,1,0,9,0.425,0.425,13
0.04,4.7,0.18,12,58809,0.173,1147.99,152.9,33.9,1,2,3,5,9,0.43,0.43,13
0.036,4.4,0.176,13,62787,0.185,1122.35,152.9,33.9,1,2,18,19,10,0.465,0.465,13
0.03,2.8,0.041,13,22572,0.066,265.29,152.9,33.9,1,1,2,0,9,0.381,0.381,13
0.013,1.3,0.005,12,7951,0.023,32.53,152.9,33.9,3,8,0,0,9,0.235,0.235,13
0.025,3.4,0.004,42,1890,0.005,29.51,152.9,33.9,3,2,30,18,9,0.569,0.569,13
0.689,67.7,0.003,44,86,0.0005,22.2,152.9,33.9,1,18,30,0,0,0.374,0.374,13
0.032,2.7,0.002,64,1757,0.005,18.68,152.9,33.9,1,3,2,0,9,0.359,0.359,13
0.118,9.8,0.002,12,540,0.001,15.08,152.9,33.9,1,7,31,8,0,0.163,0.163,13
0.025,2.1,0.002,83,1355,0.003,12.85,152.9,33.9,1,15,5,29,9,0.41,0.41,13
0.025,2.4,0.001,26,1215,0.003,11.17,152.9,33.9,3,2,11,16,8,0.315,0.315,13
0.005,0.5,0.001,13,5196,0.015,9.08,152.9,33.9,1,1,8,6,9,0.265,0.265,13
0.013,1.4,0.001,26,1993,0.005,9.07,152.9,33.9,3,5,6,0,8,0.699,0.699,13
0.07,7.9,0.001,12,250,0.0005,7.77,152.9,33.9,1,8,6,1,0,0.274,0.274,13
0.117,20.6,0.0005,75,59,0.0005,4.38,152.9,33.9,1,22,24,1,9,0.205,0.205,13
0.01,1,0.0005,32,868,0.002,3.45,152.9,33.9,1,2,3,0,9,0.353,0.353,13
0.003,0.3,0.0005,12,1809,0.005,2.15,152.9,33.9,1,8,1,7,0,0.349,0.349,13
0.097,25.2,0.0005,60,19,0.0005,1.76,152.9,33.9,1,2,23,12,0,0.263,0.263,13
0.004,1.1,0.0005,26,185,0.0005,0.86,152.9,33.9,1,3,11,0,0,0.229,0.229,13
0.044,3.7,0.0005,54,59,0.0005,0.77,152.9,33.9,3,9,30,0,9,0.298,0.298,13
0.042,4.1,0.0005,3,53,0.0005,0.7,152.9,33.9,1,9,0,0,0,0.339,0.339,13
0.006,0.6,0.0005,54,223,0.0005,0.55,152.9,33.9,1,2,1,0,9,0.274,0.274,13
0.109,12.1,0.0005,26,10,0.0005,0.46,152.9,33.9,1,2,0,0,0,0.315,0.315,13
0.006,0.5,0.0005,55,202,0.0005,0.43,152.9,33.9,1,2,12,0,9,0.207,0.207,13
0.027,6.2,0.0005,13,21,0.0005,0.38,152.9,33.9,1,2,1,4,0,0.458,0.458,13
0.015,1.4,0.0005,32,60,0.0005,0.27,152.9,33.9,1,16,17,0,0,0.381,0.381,13
0.007,1.2,0.0005,68,53,0.0005,0.25,152.9,33.9,1,6,5,14,9,0.433,0.433,13
0.015,1.2,0.0005,32,37,0.0005,0.2,152.9,33.9,1,2,0,0,9,0.4,0.4,13
0.342,7.5,0.0005,21,6,0.0005,0.15,152.9,33.9,1,2,3,11,0,0.398,0.398,13
0.127,8.3,0.0005,25,8,0.0005,0.15,152.9,33.9,1,2,8,7,0,0.284,0.284,13
0.003,0.3,0.0005,89,113,0.0005,0.15,152.9,33.9,1,8,7,1,9,0.348,0.348,13
0.015,1.2,0.0005,82,24,0.0005,0.11,152.9,33.9,3,1,6,7,9,0.204,0.204,13
0.011,1.3,0.0005,22,33,0.0005,0.11,152.9,33.9,1,2,0,0,0,0.335,0.335,13
0.488,21.5,0.0005,21,2,0.0005,0.09,152.9,33.9,1,21,2,0,0,0.435,0.435,13
0.025,2,0.0005,33,9,0.0005,0.08,152.9,33.9,1,2,1,0,0,0.339,0.339,13
0.002,0.2,0.0005,12,123,0.0005,0.08,152.9,33.9,5,8,6,0,0,0.201,0.201,13
0.008,0.7,0.0005,50,30,0.0005,0.08,152.9,33.9,1,4,2,0,9,0.333,0.333,13
0.322,20,0.0005,32,1,0.0005,0.07,152.9,33.9,1,2,0,0,0,0.365,0.365,13
0.006,0.8,0.0005,68,12,0.0005,0.04,152.9,33.9,1,9,0,0,10,0.285,0.285,13
0.014,1,0.0005,19,15,0.0005,0.03,152.9,33.9,1,1,4,0,0,0.47,0.47,13
0.006,0.8,0.0005,50,8,0.0005,0.02,152.9,33.9,1,2,4,0,0,0.281,0.281,13
0.009,0.9,0.0005,61,7,0.0005,0.02,152.9,33.9,0,0,0,0,0,0,0,13
0.002,0.1,0.0005,97,29,0.0005,0.01,152.9,33.9,1,2,0,0,10,0.398,0.398,13
0.002,0.2,0.0005,54,20,0.0005,0.01,152.9,33.9,5,8,7,22,9,0.278,0.278,13
0.032,4.8,0.307,14,91304,0.27,1834.69,143.5,33.7,1,2,3,11,9,0.419,0.419,13
0.037,4.4,0.233,14,75655,0.224,1391.28,143.5,33.7,1,4,1,0,9,0.425,0.425,13
0.036,4.4,0.187,14,62463,0.185,1119.7,143.5,33.7,1,2,18,19,10,0.465,0.465,13
0.037,4.3,0.178,13,58584,0.173,1062.84,143.5,33.7,1,2,3,5,9,0.43,0.43,13
0.028,2.7,0.041,14,22165,0.065,248.54,143.5,33.7,1,1,2,0,9,0.381,0.381,13
0.004,31.5,0.007,61,254,0.0005,46.89,143.5,33.7,1,8,14,6,8,0.192,0.192,13
0.064,5.4,0.006,84,1482,0.004,39.32,143.5,33.7,1,15,5,29,9,0.41,0.41,13
0.012,1.2,0.004,13,7648,0.022,29.13,143.5,33.7,3,8,0,0,9,0.235,0.235,13
0.025,3.4,0.004,43,1854,0.005,28.96,143.5,33.7,3,2,30,18,9,0.569,0.569,13
0.407,50.8,0.004,45,181,0.0005,26.2,143.5,33.7,1,18,30,0,0,0.374,0.374,13
0.031,2.7,0.003,65,1785,0.005,18.97,143.5,33.7,1,3,2,0,9,0.359,0.359,13
0.091,10.4,0.002,13,505,0.001,15.24,143.5,33.7,1,7,31,8,0,0.163,0.163,13
0.134,13.2,0.002,13,277,0.0005,13.58,143.5,33.7,1,8,6,1,0,0.274,0.274,13
0.006,0.6,0.001,14,4973,0.014,10.85,143.5,33.7,1,1,8,6,9,0.265,0.265,13
0.023,2.2,0.001,27,1235,0.003,10.74,143.5,33.7,3,2,11,16,8,0.315,0.315,13
0.012,1.3,0.001,27,2091,0.006,8.8,143.5,33.7,3,5,6,0,8,0.699,0.699,13
0.009,0.9,0.0005,33,967,0.002,3.45,143.5,33.7,1,2,3,0,9,0.353,0.353,13
0.003,0.3,0.0005,13,1694,0.005,1.97,143.5,33.7,1,8,1,7,0,0.349,0.349,13
0.061,5.3,0.0005,76,58,0.0005,1.17,143.5,33.7,1,22,24,1,9,0.205,0.205,13
0.036,3.2,0.0005,55,62,0.0005,0.72,143.5,33.7,3,9,30,0,9,0.298,0.298,13
0.008,0.7,0.0005,55,223,0.0005,0.68,143.5,33.7,1,2,1,0,9,0.274,0.274,13
0.161,14.5,0.0005,33,11,0.0005,0.49,143.5,33.7,1,2,0,0,0,0.322,0.322,13
0.04,3.3,0.0005,4,54,0.0005,0.47,143.5,33.7,1,9,0,0,0,0.339,0.339,13
0.086,9.7,0.0005,27,13,0.0005,0.45,143.5,33.7,1,2,0,0,0,0.315,0.315,13
0.027,6.4,0.0005,14,22,0.0005,0.43,143.5,33.7,1,2,1,4,0,0.458,0.458,13
0.006,0.5,0.0005,56,205,0.0005,0.4,143.5,33.7,1,2,12,0,9,0.207,0.207,13
0.005,0.5,0.0005,27,202,0.0005,0.39,143.5,33.7,1,3,11,0,0,0.229,0.229,13
0.025,2.1,0.0005,23,36,0.0005,0.29,143.5,33.7,1,2,0,0,0,0.335,0.335,13
0.017,1.4,0.0005,33,42,0.0005,0.24,143.5,33.7,1,2,0,0,9,0.4,0.4,13
0.01,0.9,0.0005,33,57,0.0005,0.15,143.5,33.7,1,16,17,0,0,0.381,0.381,13
0.007,0.6,0.0005,69,57,0.0005,0.13,143.5,33.7,1,6,5,14,9,0.433,0.433,13
0.002,0.3,0.0005,90,121,0.0005,0.12,143.5,33.7,1,8,7,1,9,0.348,0.348,13
0.123,4.9,0.0005,34,9,0.0005,0.12,143.5,33.7,1,2,1,0,0,0.339,0.339,13
0.005,0.9,0.0005,51,32,0.0005,0.1,143.5,33.7,1,4,2,0,9,0.333,0.333,13
0.002,0.2,0.0005,13,122,0.0005,0.1,143.5,33.7,5,8,6,0,0,0.201,0.201,13
0.016,1.1,0.0005,83,26,0.0005,0.1,143.5,33.7,3,1,6,7,9,0.204,0.204,13
0.271,16.5,0.0005,50,2,0.0005,0.1,143.5,33.7,1,2,18,22,0,0,0,13
0.015,1.3,0.0005,20,23,0.0005,0.07,143.5,33.7,1,1,4,0,0,0.47,0.47,13
0.031,3.2,0.0005,34,10,0.0005,0.06,143.5,33.7,1,2,0,0,0,0.636,0.636,13
0.172,7.5,0.0005,60,2,0.0005,0.06,143.5,33.7,1,8,2,0,0,0.336,0.336,13
0.008,1.1,0.0005,41,10,0.0005,0.04,143.5,33.7,3,6,24,5,9,0.566,0.566,13
0.102,5.3,0.0005,22,3,0.0005,0.04,143.5,33.7,1,21,2,0,0,0.435,0.435,13
0.026,1.9,0.0005,26,9,0.0005,0.03,143.5,33.7,1,2,8,7,0,0.284,0.284,13
0.004,0.4,0.0005,55,12,0.0005,0.02,143.5,33.7,1,11,3,0,8,0.365,0.365,13
0.002,0.6,0.0005,69,9,0.0005,0.01,143.5,33.7,1,9,0,0,10,0.285,0.285,13
0.001,0.2,0.0005,33,16,0.0005,0.01,143.5,33.7,1,2,4,7,0,0.285,0.285,13
0.013,0.8,0.0005,27,4,0.0005,0.01,143.5,33.7,1,2,32,5,0,0.507,0.507,13
0.029,4.5,0.307,15,90737,0.27,1711.93,133.8,33.5,1,2,3,11,9,0.419,0.419,13
0.032,3.9,0.219,15,75379,0.224,1220.85,133.8,33.5,1,4,1,0,9,0.425,0.425,13
0.035,4.3,0.196,15,62171,0.185,1092.42,133.8,33.5,1,2,18,19,10,0.465,0.465,13
0.033,4,0.174,14,58360,0.174,969.17,133.8,33.5,1,2,3,5,9,0.43,0.43,13
0.027,2.6,0.042,15,21937,0.065,235.11,133.8,33.5,1,1,2,0,9,0.381,0.381,13
0.083,33.5,0.008,62,247,0.0005,48.44,133.8,33.5,1,8,14,6,8,0.192,0.192,13
0.06,4.9,0.006,85,1458,0.004,38.18,133.8,33.5,1,15,5,29,9,0.41,0.41,13
0.541,52.7,0.005,46,201,0.0005,32.21,133.8,33.5,1,18,30,0,0,0.374,0.374,13
0.026,3.6,0.005,44,1836,0.005,30.73,133.8,33.5,3,2,30,18,9,0.569,0.569,13
0.01,1.1,0.004,14,7513,0.022,25.66,133.8,33.5,3,8,0,0,9,0.235,0.235,13
0.034,3,0.003,66,1832,0.005,21.46,133.8,33.5,1,3,2,0,9,0.359,0.359,13
0.155,13.9,0.003,14,486,0.001,20.67,133.8,33.5,1,7,31,8,0,0.163,0.163,13
0.022,2.3,0.002,28,1263,0.003,11.3,133.8,33.5,3,2,11,16,8,0.315,0.315,13
0.127,11.1,0.002,14,268,0.0005,11.17,133.8,33.5,1,8,6,1,0,0.274,0.274,13
0.005,0.5,0.001,15,4808,0.014,9.39,133.8,33.5,1,1,8,6,9,0.265,0.265,13
0.012,1.3,0.001,28,2053,0.006,8.79,133.8,33.5,3,5,6,0,8,0.699,0.699,13
0.008,0.9,0.0005,34,1031,0.003,3.62,133.8,33.5,1,2,3,0,9,0.353,0.353,13
0.003,0.3,0.0005,14,1645,0.004,1.82,133.8,33.5,1,8,1,7,0,0.349,0.349,13
0.04,3.6,0.0005,77,62,0.0005,0.94,133.8,33.5,1,22,24,1,9,0.205,0.205,13
0.007,0.9,0.0005,56,236,0.0005,0.8,133.8,33.5,1,2,1,0,9,0.274,0.274,13
0.072,6.4,0.0005,5,52,0.0005,0.78,133.8,33.5,1,9,0,0,0,0.339,0.339,13
0.032,3.1,0.0005,56,67,0.0005,0.73,133.8,33.5,3,9,30,0,9,0.298,0.298,13
0.005,0.9,0.0005,28,209,0.0005,0.73,133.8,33.5,1,3,11,0,0,0.229,0.229,13
0.051,8.1,0.0005,15,23,0.0005,0.44,133.8,33.5,1,2,1,4,0,0.458,0.458,13
0.005,0.5,0.0005,57,215,0.0005,0.39,133.8,33.5,1,2,12,0,9,0.207,0.207,13
0.021,1.5,0.0005,34,42,0.0005,0.28,133.8,33.5,1,2,0,0,9,0.4,0.4,13
0.096,22.8,0.0005,34,4,0.0005,0.26,133.8,33.5,1,2,0,0,0,0.322,0.322,13
0.014,1.3,0.0005,34,62,0.0005,0.2,133.8,33.5,1,16,17,0,0,0.381,0.381,13
0.001,7.6,0.0005,23,7,0.0005,0.18,133.8,33.5,1,2,3,11,0,0.398,0.398,13
0.021,1.6,0.0005,84,28,0.0005,0.16,133.8,33.5,3,1,6,7,9,0.204,0.204,13
0.007,0.6,0.0005,70,61,0.0005,0.15,133.8,33.5,1,6,5,14,9,0.433,0.433,13
0.024,5.3,0.0005,52,8,0.0005,0.15,133.8,33.5,1,2,4,0,0,0.281,0.281,13
0.009,2.3,0.0005,34,16,0.0005,0.12,133.8,33.5,1,2,4,7,0,0.285,0.285,13
0.002,0.2,0.0005,91,120,0.0005,0.09,133.8,33.5,1,8,7,1,9,0.348,0.348,13
0.028,2,0.0005,21,16,0.0005,0.08,133.8,33.5,1,1,4,0,0,0.47,0.47,13
0.024,1.4,0.0005,35,12,0.0005,0.07,133.8,33.5,1,2,1,0,0,0.339,0.339,13
0.01,1.5,0.0005,28,10,0.0005,0.06,133.8,33.5,1,2,0,0,0,0.315,0.315,13
0.446,21,0.0005,34,1,0.0005,0.06,133.8,33.5,1,2,0,0,0,0.365,0.365,13
0.011,1.6,0.0005,42,10,0.0005,0.05,133.8,33.5,3,6,24,5,9,0.566,0.566,13
0.001,0.1,0.0005,14,118,0.0005,0.05,133.8,33.5,5,8,6,0,0,0.201,0.201,13
0.006,0.4,0.0005,99,29,0.0005,0.04,133.8,33.5,1,2,0,0,10,0.398,0.398,13
0.002,0.2,0.0005,24,42,0.0005,0.04,133.8,33.5,1,2,0,0,0,0.335,0.335,13
0.003,0.3,0.0005,52,33,0.0005,0.03,133.8,33.5,1,4,2,0,9,0.333,0.333,13
0.014,1,0.0005,27,12,0.0005,0.02,133.8,33.5,1,2,8,7,0,0.284,0.284,13
0.005,0.6,0.0005,70,10,0.0005,0.02,133.8,33.5,1,9,0,0,10,0.285,0.285,13
0.001,0.2,0.0005,56,13,0.0005,0.01,133.8,33.5,1,11,3,0,8,0.365,0.365,13
0.006,0.6,0.0005,1,8,0.0005,0.01,133.8,33.5,7,4,2,0,0,0.378,0.378,13
0.028,0.7,0.0005,63,3,0.0005,0.01,133.8,33.5,0,0,0,0,0,0,0,13
0.041,6.1,0.294,16,90094,0.261,2333.66,191.4,34.5,1,2,3,11,9,0.419,0.419,13
0.059,7.1,0.233,16,64207,0.186,1845.51,191.4,34.5,1,2,18,19,10,0.465,0.465,13
0.041,4.9,0.193,16,74398,0.215,1529.12,191.4,34.5,1,4,1,0,9,0.425,0.425,13
0.049,5.8,0.176,15,57270,0.166,1400.87,191.4,34.5,1,2,3,5,9,0.43,0.43,13
0.041,3.9,0.04,16,19633,0.056,317.62,191.4,34.5,1,1,2,0,9,0.381,0.381,13
0.025,2.7,0.009,15,8537,0.024,73.22,191.4,34.5,3,8,0,0,9,0.235,0.235,13
0.041,37.7,0.006,63,245,0.0005,52.62,191.4,34.5,1,8,14,6,8,0.192,0.192,13
0.031,3.3,0.005,1,4228,0.012,45.5,191.4,34.5,1,17,16,0,0,0.378,0.378,13
0.041,5.9,0.005,45,1619,0.004,44.72,191.4,34.5,3,2,30,18,9,0.569,0.569,13
0.651,66,0.005,47,178,0.0005,41.72,191.4,34.5,1,18,30,0,0,0.374,0.374,13
0.014,1.6,0.003,16,5419,0.015,29.97,191.4,34.5,1,1,8,6,9,0.265,0.265,13
0.052,4.8,0.003,67,1416,0.004,26.27,191.4,34.5,1,3,2,0,9,0.359,0.359,13
0.202,17.6,0.002,15,284,0.0005,18.86,191.4,34.5,1,8,6,1,0,0.274,0.274,13
0.034,3,0.002,86,1164,0.003,18.8,191.4,34.5,1,15,5,29,9,0.41,0.41,13
0.042,4.5,0.002,29,1011,0.002,17.98,191.4,34.5,3,2,11,16,8,0.315,0.315,13
0.068,9.2,0.001,15,520,0.001,14.1,191.4,34.5,1,7,31,8,0,0.163,0.163,13
0.003,0.4,0.001,1,8631,0.025,10.5,191.4,34.5,7,4,2,0,0,0.378,0.378,13
0.014,1.6,0.001,29,1636,0.004,8.45,191.4,34.5,3,5,6,0,8,0.699,0.699,13
0.009,0.9,0.0005,15,1716,0.004,5.53,191.4,34.5,1,8,1,7,0,0.349,0.349,13
0.012,1.3,0.0005,35,806,0.002,4.2,191.4,34.5,1,2,3,0,9,0.353,0.353,13
0.051,4.5,0.0005,57,66,0.0005,1.04,191.4,34.5,3,9,30,0,9,0.298,0.298,13
0.049,4.6,0.0005,78,54,0.0005,1.01,191.4,34.5,1,22,24,1,9,0.205,0.205,13
0.003,15,0.0005,16,22,0.0005,0.9,191.4,34.5,1,2,1,4,0,0.458,0.458,13
0.007,1.1,0.0005,29,155,0.0005,0.65,191.4,34.5,1,3,11,0,0,0.229,0.229,13
0.007,0.6,0.0005,57,210,0.0005,0.49,191.4,34.5,1,2,1,0,9,0.274,0.274,13
0.05,5,0.0005,6,40,0.0005,0.44,191.4,34.5,1,9,0,0,0,0.339,0.339,13
0.006,0.5,0.0005,58,183,0.0005,0.39,191.4,34.5,1,2,12,0,9,0.207,0.207,13
0.01,0.9,0.0005,92,111,0.0005,0.38,191.4,34.5,1,8,7,1,9,0.348,0.348,13
0.2,14.8,0.0005,29,6,0.0005,0.23,191.4,34.5,1,2,32,5,0,0.507,0.507,13
0.018,1.4,0.0005,35,36,0.0005,0.23,191.4,34.5,1,2,0,0,9,0.4,0.4,13
0.005,5.5,0.0005,28,14,0.0005,0.22,191.4,34.5,1,22,4,0,0,0.404,0.404,13
0.005,0.6,0.0005,15,114,0.0005,0.2,191.4,34.5,5,8,6,0,0,0.201,0.201,13
0.009,1,0.0005,71,50,0.0005,0.18,191.4,34.5,1,6,5,14,9,0.433,0.433,13
0.202,26,0.0005,35,2,0.0005,0.17,191.4,34.5,1,2,0,0,0,0.322,0.322,13
0.026,1.9,0.0005,85,22,0.0005,0.14,191.4,34.5,3,1,6,7,9,0.204,0.204,13
0.011,1.2,0.0005,35,35,0.0005,0.11,191.4,34.5,1,16,17,0,0,0.381,0.381,13
0.322,19.5,0.0005,52,2,0.0005,0.11,191.4,34.5,1,2,18,22,0,0,0,13
0.014,1.1,0.0005,53,20,0.0005,0.08,191.4,34.5,1,4,2,0,9,0.333,0.333,13
0.013,1.9,0.0005,43,14,0.0005,0.08,191.4,34.5,3,6,24,5,9,0.566,0.566,13
0.034,2.1,0.0005,22,14,0.0005,0.07,191.4,34.5,1,1,4,0,0,0.47,0.47,13
0.013,1,0.0005,36,15,0.0005,0.07,191.4,34.5,1,2,1,0,0,0.339,0.339,13
0.012,0.6,0.0005,100,20,0.0005,0.04,191.4,34.5,1,2,0,0,10,0.398,0.398,13
0.01,1.1,0.0005,29,8,0.0005,0.04,191.4,34.5,1,2,0,0,0,0.315,0.315,13
0.006,0.6,0.0005,57,21,0.0005,0.04,191.4,34.5,5,8,7,22,9,0.278,0.278,13
0.007,0.5,0.0005,57,12,0.0005,0.02,191.4,34.5,1,11,3,0,8,0.365,0.365,13
0.001,0.1,0.0005,25,34,0.0005,0.01,191.4,34.5,1,2,0,0,0,0.335,0.335,13
0.071,10.6,0.287,17,94998,0.247,4283.31,360.3,38.5,1,2,3,11,9,0.419,0.419,2
0.092,10.3,0.19,17,67198,0.174,2844.63,360.3,38.5,1,2,18,19,10,0.465,0.465,2
0.072,8.5,0.187,17,77204,0.2,2792.35,360.3,38.5,1,4,1,0,9,0.425,0.425,2
0.089,10.4,0.178,16,60407,0.157,2662.79,360.3,38.5,1,2,3,5,9,0.43,0.43,2
0.089,8.3,0.047,17,20225,0.052,701.83,360.3,38.5,1,1,2,0,9,0.381,0.381,2
0.083,8.3,0.038,16,21611,0.056,571.73,360.3,38.5,3,8,0,0,9,0.235,0.235,2
0.067,6,0.02,17,14125,0.036,305.53,360.3,38.5,1,1,8,6,9,0.265,0.265,2
0.091,13.4,0.008,46,1922,0.004,124.53,360.3,38.5,3,2,30,18,9,0.569,0.569,2
0.033,3.5,0.007,2,9878,0.025,112.9,360.3,38.5,1,17,16,0,0,0.378,0.378,2
0.121,12.3,0.005,87,1334,0.003,80.09,360.3,38.5,1,15,5,29,9,0.41,0.41,2
0.185,45.5,0.004,64,243,0.0005,60.19,360.3,38.5,1,8,14,6,8,0.192,0.192,2
0.037,3.9,0.003,16,3756,0.009,51.48,360.3,38.5,1,8,1,7,0,0.349,0.349,2
0.075,7.1,0.003,68,1639,0.004,46.99,360.3,38.5,1,3,2,0,9,0.359,0.359,2
0.097,10.3,0.002,30,890,0.002,38.71,360.3,38.5,3,2,11,16,8,0.315,0.315,2
0.103,11.8,0.002,16,844,0.002,37.13,360.3,38.5,1,8,6,1,0,0.274,0.274,2
0.511,53.4,0.002,48,189,0.0005,31.24,360.3,38.5,1,18,30,0,0,0.374,0.374,2
0.05,6.3,0.001,16,1470,0.003,29.3,360.3,38.5,1,7,31,8,0,0.163,0.163,2
0.022,2.2,0.001,2,2802,0.007,27.03,360.3,38.5,7,4,2,0,0,0.378,0.378,2
0.031,3.6,0.001,30,1244,0.003,15.08,360.3,38.5,3,5,6,0,8,0.699,0.699,2
0.029,3,0.0005,36,718,0.001,8.77,360.3,38.5,1,2,3,0,9,0.353,0.353,2
0.191,21.5,0.0005,79,74,0.0005,6.07,360.3,38.5,1,22,24,1,9,0.205,0.205,2
0.109,10.5,0.0005,58,69,0.0005,2.89,360.3,38.5,3,9,30,0,9,0.298,0.298,2
0.03,2.9,0.0005,58,234,0.0005,2.73,360.3,38.5,1,2,1,0,9,0.274,0.274,2
0.023,2.7,0.0005,16,270,0.0005,2.28,360.3,38.5,5,8,6,0,0,0.201,0.201,2
0.021,40.3,0.0005,72,11,0.0005,1.41,360.3,38.5,1,9,0,0,10,0.285,0.285,2
0.095,10,0.0005,7,40,0.0005,0.97,360.3,38.5,1,9,0,0,0,0.339,0.339,2
0.035,3.4,0.0005,72,63,0.0005,0.86,360.3,38.5,1,6,5,14,9,0.433,0.433,2
0.012,1.2,0.0005,59,133,0.0005,0.67,360.3,38.5,1,2,12,0,9,0.207,0.207,2
0.042,12.6,0.0005,17,17,0.0005,0.66,360.3,38.5,1,2,1,4,0,0.458,0.458,2
0.01,1.6,0.0005,30,85,0.0005,0.51,360.3,38.5,1,3,11,0,0,0.229,0.229,2
